键,键族,语义路径样本,S1_defaults.json,S2_出厂模板,S3_CLI骨架,S4_合同schema,S5_代码兜底,S6_登记册
science_status,modules,modules.science_status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""VERIFIED"",""MISSING""]] @eng/contracts/schemas/traceability_matrix.schema.json#/modules/items/science_status",该侧无此项,该侧无此项
scope,psfsw、reference_baseline,psfsw.weight.normalization.scope；reference_baseline.scope,该侧无此项,该侧无此项,该侧无此项,"值[const=""group""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/psfsw/weight/normalization/scope ||| 值[enum=[""group"",""frame_independent_fixed_magnitude""]] @eng/contracts/schemas/unified/frame_snr.schema.json#/reference_baseline/scope","值[""top"" ×2 (具名常量 scope,声明/赋值 k=) @lib/infrastructure/cli/session_commands.h:126 ## nullptr ×1 (具名常量 scope_) @lib/infrastructure/observability/probes/include/astrocs/probe.h:113] @3 处 / 3 个位点（前 4: 具名常量 scope; 具名常量 scope_; 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
selection_function,selection_function,selection_function,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""true"" ｜note默认值断言: 默认true] @eng/packaging/config/config_registry.json#plugin_knobs[15] field=selection_function (doc docs/plugins/algorithms_phase1/03_star_detection.md:87, module 03_star_detection, finding=gap) [registered_at=-]"
semantics,mutates_workspace、phase3、provenance、requires_monitor、signal、sparse_snr_semantics、units,mutates_workspace.semantics；phase3.kernel_registry_entry.semantics；provenance.units.pixel_semantics；requires_monitor.semantics；signal.pixel_semantics；sparse_snr_semantics；units.bunit_semantics；units.pixel_semantics,该侧无此项,该侧无此项,该侧无此项,"值[const=""surface_brightness""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/if/pixel_semantics ; eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/then/units/pixel_semantics ; eng/contracts/schemas/unified/coverage.schema.json#/units/then/pixel_semantics ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/then/pixel_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/then/pixel_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/unit… ||| 值[const=""declared_via_provenance""] @eng/contracts/schemas/unified/coverage.schema.json#/units/if/bunit_semantics ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/if/bunit_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/if/bunit_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/units/if/bunit_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/if/units/bunit_semantics ; eng/contracts/schemas/unified/point_information.schema.json#/units/if/bunit_semantics ; eng/contracts/schemas/un… ||| 值[const=""integrated_flux""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/if/pixel_semantics ; eng/contracts/schemas/unified/coverage.schema.json#/units/if/pixel_semantics ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/if/pixel_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/if/pixel_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/units/if/pixel_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/if/units/pixel_semantics ; eng/contracts/sc… ||| 值[const=""written_px_power""] @eng/contracts/schemas/unified/coverage.schema.json#/units/then/bunit_semantics ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/then/bunit_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/then/bunit_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/units/then/bunit_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/if/units/bunit_semantics ; eng/contracts/schemas/unified/point_information.schema.json#/units/then/bunit_semantics ; eng/contracts/… ||| 值[enum=[""written_px_power"",""declared_via_provenance""]] @eng/contracts/schemas/unified/coverage.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/point_information.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/provenance.schema.json#/units/bunit_semantics ; eng/contracts/schemas/unified/reject… ||| 值[enum=[""surface_brightness"",""integrated_flux"",""dimensionless"",""count"",""probability"",""magnitude""]] @eng/contracts/schemas/unified/depth_m5.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/ivar.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/signal.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/source_snr.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/sparse_snr_layer.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/variance.… ||| 值[enum=[""surface_brightness"",""integrated_flux""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/pixel_semantics ; eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/units/pixel_semantics ; eng/contracts/schemas/product_family_field_constraints.schema.json#/phase3/kernel_registry_entry/semantics ||| 值[const=""probability""] @eng/contracts/schemas/unified/coverage.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/rejection.schema.json#/units/pixel_semantics ; eng/contracts/schemas/unified/support.schema.json#/units/pixel_semantics (本侧另有 4 种取值)","值[""surface_brightness"" ×5 (声明/赋值 k=,成员/赋值 p.k=,成员/赋值 p.units.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:438; lib/algorithms/integration/v6/src/phase2_integrate.cpp:444; lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:38; lib/phase3_session/p3_v6_export.cpp:264] @5 处 / 3 个位点（前 4: 声明/赋值 k=; 成员/赋值 p.k=; 成员/赋值 p.units.k=）；全量见 side5_位点.log",该侧无此项
sequence,sequence,sequence,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/jsonl_event_v1.schema.json#/sequence,"值[""kind"" ×1 (value(""k"",d)) @lib/infrastructure/cli/protocol.h:25 ## 0LL ×1 (value(""k"",d)) @lib/infrastructure/cli/jsonl.h:134] @2 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
shape,blocks,blocks.shape,该侧无此项,该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/schemas/pipeline_block.schema.json#/blocks/items/shape/items,该侧无此项,该侧无此项
sigma_gate,sigma_gate,sigma_gate,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[49] field=sigma_gate (doc docs/plugins/algorithms_phase2/12_rejection.md:34, module 12_rejection, finding=unregistered) [registered_at=-]"
sigma_level,sigma_level,sigma_level,该侧无此项,该侧无此项,该侧无此项,值[const=5.0] @eng/contracts/schemas/unified/depth_m5.schema.json#/sigma_level,该侧无此项,该侧无此项
signal.dtype,signal,signal.dtype,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""float32"",""float64""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/dtype",该侧无此项,该侧无此项
signal.units,signal,signal.units,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""ADU/sr"",""ADU"",""BUNIT(声明)""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/units",该侧无此项,该侧无此项
signal_sb,units,units.bunit_semantics.pixel_area_power_defaults.signal_sb,该侧无此项,该侧无此项,该侧无此项,值[const=-2] @eng/contracts/schemas/product_family_field_constraints.schema.json#/units/bunit_semantics/pixel_area_power_defaults/signal_sb,"值[""ADU/sr"" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:29] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
size,size,size,该侧无此项,该侧无此项,该侧无此项,值[minimum=0;maximum=9223372036854775807] @eng/contracts/data/artifact_manifest.schema.json#/size,该侧无此项,该侧无此项
size_class,kernel_v1、kernels,kernel_v1.size_class；kernels.size_class,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""small"",""medium"",""large""]] @eng/contracts/schemas/cpu_profile.schema.json#/kernels/items/size_class ; eng/contracts/schemas/cpu_profile.schema.json#/kernel_v1/size_class",该侧无此项,该侧无此项
sky_annulus,sky_annulus,sky_annulus,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[27] field=sky_annulus (doc docs/plugins/algorithms_phase1/06_photometry.md:77, module 06_photometry, finding=unregistered) [registered_at=-]"
sky_plane.enabled,sky_plane,sky_plane.enabled,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""随 `additive_mode ∈ {delta, both}"" ｜note默认值断言: 缺省delta_wanted] @eng/packaging/config/config_registry.json#plugin_knobs[109] field=sky_plane.enabled (doc docs/plugins/algorithms_phase2/11_upm.md:99, module 11_upm, finding=unregistered) [registered_at=-]"
sky_sample_spacing,sky_sample_spacing,sky_sample_spacing,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[96] field=sky_sample_spacing (doc docs/plugins/algorithms_phase2/10_sampling.md:67, module 10_sampling, finding=none) [registered_at=docs/plugins/algorithms_phase2/10_sampling.md:65]"
smoothing_lambda,smoothing_lambda,smoothing_lambda,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[0.0 ×3 (value(""k"",d),成员/赋值 cfg.k=) @lib/algorithms/coverage/src/upm.cpp:1543; lib/algorithms/coverage/src/upm.cpp:268; lib/algorithms/coverage/src/upm.cpp:299 ## P2_SMOOTHING_LAMBDA_AUTO ×3 (声明/赋值 k=,成员/赋值 cfg->k=,成员/赋值 uc.k=) @lib/algorithms/coverage/include/astro/phase2/stage2_common.h:58; lib/algorithms/coverage/src/stage2_common.cpp:140; lib/infrastructure/scheduler/src/module_adapters.cpp:9618] @6 处 / 5 个位点（前 4: value(""k"",d); 声明/赋值 k=; 成员/赋值 cfg->k=; 成员/赋值 cfg.k=）；全量见 side5_位点.log","值[declared_default=""键缺省时编译期默认 **0.0**；`P2_SMOOTHING_LAMBDA_AUTO` = 0.1 仅在 auto 路径生效"" ｜note默认值断言: 默认0; 默认0.0; 默认0] @eng/packaging/config/config_registry.json#plugin_knobs[110] field=smoothing_lambda (doc docs/plugins/algorithms_phase2/11_upm.md:100, module 11_upm, finding=unregistered) [registered_at=-]"
snr,execution、snr,execution.stage_timeout_sec.snr；snr,该侧无此项,该侧无此项,值[该侧无此项(键名列进 --help；json==nullptr ⇒ 不写入模板)] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).snr [normalize],值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stage_timeout_sec/snr,"值[0.0 ×4 (value(""k"",d),声明/赋值 k=) @lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:44; lib/algorithms/photometry/wrapper_phase1/photometer.h:18; lib/algorithms/star_detection/wrapper_phase1/star_detector.h:20; lib/infrastructure/scheduler/src/module_adapters.cpp:9534 ## nullptr ×3 (value(""k"",d),声明/赋值 k=) @lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/hp_stack_hiss.cpp:99; lib/infrastructure/aio/src/healpix/aio_healpix_io.cpp:445; lib/infrastructure/cli/session_commands.h:193 ## 0 ×2 (声明/赋值 k=,成员/赋值 dp.k=) @lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/hp_stack_api.cpp:128; lib/infrastructure/aio/src/hips/aio_hips_reader.cpp:143 ## ""SNR"" ×1 (具名常量 SNR) @lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:45] @10 处 / 4 个位点（前 4: value(""k"",d); 具名常量 SNR; 声明/赋值 k=; 成员/赋值 dp.k=）；全量见 side5_位点.log",该侧无此项
snr.path,blocks、mosaic、mosaic_config、snr、snr_path,blocks.snr_path；mosaic.config.snr_path；mosaic_config.snr_path；snr.path；snr_path,"值[""sparse_reconstruct""] @eng/packaging/config/defaults.json#fields[key=snr.path] [authority_status=owner_adjudicated]","值[""sparse_reconstruct""] @eng/packaging/config/templates/mosaic.phase_config.json#blocks.[].snr_path [phase=mosaic]","值[""sparse_reconstruct""] @lib/infrastructure/cli/session_commands.h#config_fields(mosaic).snr_path [mosaic]","值[default=""sparse_reconstruct"";enum=[""dense"",""sparse_reconstruct"",""frame_reconstruct""]] @eng/contracts/schemas/phase_config_mosaic.schema.json#/mosaic_config/snr_path",该侧无此项,"值[declared_default=""sparse_reconstruct"" ｜note默认值断言: 默认sparse_reconstruct] @eng/packaging/config/config_registry.json#plugin_knobs[34] registered_key=mosaic.config.snr_path (doc docs/plugins/algorithms_phase1/07_noise_snr.md:186, module 07_noise_snr, finding=none) [registered_at=eng/contracts/schemas/phase_config_mosaic.schema.json#/$defs/mosaic_config/properties/snr_path]"
source,source,source,该侧无此项,该侧无此项,"值[{""hips_dir"": """"}] @lib/infrastructure/cli/session_commands.h#config_fields(export).source [export]",该侧无此项,"值["" + weight_source + "" ×1 (声明/赋值 k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:11607 ## ""gaia_star_matcher_tukey_irls"" ×1 (成员/赋值 sc.k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:5805 ## ""hips_dir"" ×1 (value(""k"",d)) @lib/infrastructure/cli/session_commands.h:91 ## ""measured"" ×1 (成员/赋值 c.k=) @lib/infrastructure/acr/qualification/profile_generator.cpp:405 ## ""reason"" ×1 (value(""k"",d)) @lib/infrastructure/cli/protocol.h:90 ## 0 ×1 (成员/赋值 out_model->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1167] @6 处 / 5 个位点（前 4: value(""k"",d); 声明/赋值 k=; 成员/赋值 c.k=; 成员/赋值 out_model->k=）；全量见 side5_位点.log",该侧无此项
source_mask_radius_px,noise、noise_config,noise.source_mask_radius_px；noise_config.source_mask_radius_px,值[10] @eng/packaging/config/defaults.json#fields[key=noise.source_mask_radius_px] [authority_status=sourced],该侧无此项,该侧无此项,值[default=10;minimum=0;maximum=10000] @eng/contracts/schemas/phase_config_normalize.schema.json#/noise_config/source_mask_radius_px,值[10.0 ×1 (成员/赋值 cfg->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1252] @1 处 / 1 个位点（前 4: 成员/赋值 cfg->k=）；全量见 side5_位点.log,该侧无此项
source_snr_value,source_snr_value,source_snr_value,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/unified/source_snr.schema.json#/source_snr_value,该侧无此项,该侧无此项
spacing,spacing,spacing,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[42] field=spacing (doc docs/plugins/algorithms_phase2/10_sampling.md:66, module 10_sampling, finding=unregistered) [registered_at=-]"
spacing_px,07_noise_snr#sparse_snr_spacing_px、control_point_geometry、sparse_snr、sparse_snr_spacing_px,07_noise_snr#sparse_snr_spacing_px；control_point_geometry.spacing_px；sparse_snr.spacing_px；sparse_snr_spacing_px,值[64] @eng/packaging/config/defaults.json#fields[key=sparse_snr.spacing_px] [authority_status=owner_adjudicated],该侧无此项,该侧无此项,值[default=64;minimum=1] @eng/contracts/schemas/phase_config_normalize.schema.json#/sparse_snr_spacing_px ||| 值[exclusiveMinimum=0] @eng/contracts/schemas/unified/sparse_snr_layer.schema.json#/control_point_geometry/spacing_px,该侧无此项,"值[declared_default=""64""] @eng/packaging/config/config_registry.json#plugin_knobs[95] registered_key=07_noise_snr#sparse_snr_spacing_px (doc docs/plugins/algorithms_phase1/07_noise_snr.md:184, module 07_noise_snr, finding=none) [registered_at=docs/plugins/algorithms_phase1/07_noise_snr.md:138]"
sparse_snr.density,sparse_snr、sparse_snr_density,sparse_snr.density；sparse_snr_density,值[null] @eng/packaging/config/defaults.json#fields[key=sparse_snr.density] [authority_status=pending_authority],该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[33] registered_key=sparse_snr.density (doc docs/plugins/algorithms_phase1/07_noise_snr.md:185, module 07_noise_snr, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[33] field=sparse_snr_density (doc docs/plugins/algorithms_phase1/07_noise_snr.md:185, module 07_noise_snr, finding=none) [registered_at=eng/packaging/config/defaults.json#fields[].key=sparse_snr.density]"
sparse_snr_layer,normalize、sparse_snr_layer,normalize.config.sparse_snr_layer；sparse_snr_layer,该侧无此项,该侧无此项,该侧无此项,值[default=true] @eng/contracts/schemas/phase_config_normalize.schema.json#/sparse_snr_layer,该侧无此项,"值[declared_default=""true"" ｜note默认值断言: 默认false] @eng/packaging/config/config_registry.json#plugin_knobs[32] registered_key=normalize.config.sparse_snr_layer (doc docs/plugins/algorithms_phase1/07_noise_snr.md:183, module 07_noise_snr, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[39] registered_key=normalize.config.sparse_snr_layer (doc docs/plugins/algorithms_phase1/08_drizzle.md:52, module 08_drizzle, finding=none) [registered_at=eng/contracts/schemas/phase_config_normalize.schema.json#/$defs/normalize_block/properties/sparse_snr_layer]"
sparse_snr_value,control_points,control_points.sparse_snr_value,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @eng/contracts/schemas/unified/sparse_snr_layer.schema.json#/control_points/items/sparse_snr_value,该侧无此项,该侧无此项
spatial_field_enabled,noise、noise_config,noise.spatial_field_enabled；noise_config.spatial_field_enabled,值[1] @eng/packaging/config/defaults.json#fields[key=noise.spatial_field_enabled] [authority_status=sourced],该侧无此项,该侧无此项,值[default=true] @eng/contracts/schemas/phase_config_normalize.schema.json#/noise_config/spatial_field_enabled,该侧无此项,该侧无此项
src_status,modules,modules.src_status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""VERIFIED"",""MISSING""]] @eng/contracts/schemas/traceability_matrix.schema.json#/modules/items/src_status",该侧无此项,该侧无此项
stage,stage,stage,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""normalize"",""mosaic"",""export""]] @eng/contracts/schemas/scheduler_probe_event.schema.json#/stage","值[""export"" ×5 (成员/赋值 ev.k=,成员/赋值 qe.k=,成员/赋值 we.k=) @lib/infrastructure/scheduler/src/export_stream.cpp:135; lib/infrastructure/scheduler/src/export_stream.cpp:167; lib/infrastructure/scheduler/src/export_stream.cpp:191; lib/infrastructure/scheduler/src/export_stream.cpp:296 ## ""init"" ×4 (具名常量 stage,声明/赋值 k=) @lib/infrastructure/cli/resource_recorder.h:50; lib/infrastructure/cli/resource_recorder.h:75 ## ""select"" ×3 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:511; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:534; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:547 ## ""mosaic"" ×2 (成员/赋值 ev.k=) @lib/infrastructure/scheduler/src/mosaic_window.cpp:172; lib/infrastructure/scheduler/src/mosaic_window.cpp:235 ## ""self_test"" ×2 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:453; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:456 ## """" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/cli_command.h:45 ## ""DRIZZLE"" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:166 ## ""benchmark"" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:502 ## ""eligible"" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:469 ## ""normalize"" ×1 (声明/赋值 k=) @lib/include/astrocs/core/normalize_workflow.h:54 ## ""query"" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:400 ## 0 ×1 (声明/赋值 k=) @lib/alg] @23 处 / 6 个位点（前 4: 具名常量 stage; 声明/赋值 k=; 成员/赋值 d.k=; 成员/赋值 ev.k=）；全量见 side5_位点.log",该侧无此项
star_detection,star_detection,star_detection,该侧无此项,该侧无此项,值[该侧无此项(键名列进 --help；json==nullptr ⇒ 不写入模板)] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).star_detection [normalize],该侧无此项,"值[nullptr ×1 (value(""k"",d)) @lib/infrastructure/cli/session_commands.h:201] @1 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
star_detection.mode,star_detection,star_detection.mode,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""auto""] @eng/packaging/config/config_registry.json#plugin_knobs[111] registered_key=star_detection.mode (doc docs/plugins/algorithms_phase1/03_star_detection.md:62, module 03_star_detection, finding=none) [registered_at=eng/contracts/schemas/phase_config_normalize.schema.json#/$defs/star_detection_config]"
star_detection_config.mode,star_detection_config,star_detection_config.mode,该侧无此项,该侧无此项,该侧无此项,"值[default=""auto"";enum=[""auto"",""catalog_guided"",""blind_diagnostic""]] @eng/contracts/schemas/phase_config_normalize.schema.json#/star_detection_config/mode",该侧无此项,该侧无此项
statement,units,units.quadratic_law.statement,该侧无此项,该侧无此项,该侧无此项,"值[const=""variance = signal^2; ivar = 1/variance; Phase3 variance BUNIT = (main HDU signal BUNIT)^2""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/units/quadratic_law/statement",该侧无此项,该侧无此项
status,status,status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""COMPLETE"",""INCOMPLETE"",""FAILED"",""CANCELLED"",""PENDING""]] @eng/contracts/data/artifact_manifest.schema.json#/status ||| 值[enum=[""PASS"",""FAIL"",""WAITING_WINDOWS""]] @eng/contracts/schemas/task_result.schema.json#/status",该侧无此项,该侧无此项
stop_after,execution,execution.stop_after,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""read"",""calibrate"",""platesolve"",""psf"",""photometric"",""snr"",""nside"",""drizzle"",""hips_verify"",""browser_verify""]] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/stop_after","值[""browser_verify"" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:87] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
storage_form,product_index、storage_form,product_index.storage_form；storage_form,该侧无此项,该侧无此项,值[该侧无此项(键名列进 --help；json==nullptr ⇒ 不写入模板)] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).storage_form [normalize],"值[enum=[""archive"",""bare""]] @eng/contracts/schemas/hips_storage_form.schema.json#/product_index/storage_form ||| 值[default=""archive"";enum=[""archive"",""bare"","""",null]] @eng/contracts/schemas/phase_config_normalize.schema.json#/storage_form","值[nullptr ×1 (value(""k"",d)) @lib/infrastructure/cli/session_commands.h:176] @1 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
storage_form_value,storage_form_value,storage_form_value,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""archive"",""bare""]] @eng/contracts/schemas/hips_storage_form.schema.json#/storage_form_value",该侧无此项,该侧无此项
stretch,stretch,stretch,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""sqrt"" ｜note默认值断言: 默认sqrt] @eng/packaging/config/config_registry.json#plugin_knobs[94] field=stretch (doc docs/plugins/infrastructure/23_hips_browser.md:34, module 23_hips_browser, finding=none) [registered_at=docs/plugins/infrastructure/23_hips_browser.md:32]"
support_radius_px,correlation_kernel,correlation_kernel.support_radius_px,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @eng/contracts/schemas/unified/variance.schema.json#/correlation_kernel/support_radius_px,该侧无此项,该侧无此项
support_value,support_value,support_value,该侧无此项,该侧无此项,该侧无此项,值[minimum=0;maximum=1] @eng/contracts/schemas/unified/support.schema.json#/support_value,该侧无此项,该侧无此项
target_estimator,target_estimator,target_estimator,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""pixel_flux"",""point_source_flux"",""surface_brightness"",""aperture_flux""]] @eng/contracts/schemas/unified/ivar.schema.json#/target_estimator ; eng/contracts/schemas/unified/variance.schema.json#/target_estimator ||| 值[const=""point_source_flux""] @eng/contracts/schemas/unified/point_information.schema.json#/target_estimator",该侧无此项,该侧无此项
target_pixel_area,provenance、units,provenance.units.target_pixel_area；units.target_pixel_area,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/units/target_pixel_area ; eng/contracts/schemas/unified/coverage.schema.json#/units/target_pixel_area ; eng/contracts/schemas/unified/depth_m5.schema.json#/units/target_pixel_area ; eng/contracts/schemas/unified/frame_snr.schema.json#/units/target_pixel_area ; eng/contracts/schemas/unified/ivar.schema.json#/units/target_pixel_area ; eng/contracts/schemas/unified/point_information.schema.json#/units/target_pixel_area ;…,值[1.0 ×2 (成员/赋值 p.units.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:441; lib/phase3_session/p3_v6_export.cpp:267 ## 0.0 ×1 (声明/赋值 k=) @lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:28 ## A_pixel ×1 (成员/赋值 p.units.k=) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:236] @4 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 p.units.k=）；全量见 side5_位点.log,该侧无此项
target_product,target_product,target_product,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""全""] @eng/packaging/config/config_registry.json#plugin_knobs[52] field=target_product (doc docs/plugins/algorithms_phase2/13_integration.md:72, module 13_integration, finding=gap) [registered_at=-]"
template,template,template,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[71] field=template (doc docs/plugins/infrastructure/18_cli.md:40, module 18_cli, finding=none) [registered_at=docs/plugins/infrastructure/18_cli.md:35]"
test_status,modules,modules.test_status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""VERIFIED"",""MISSING"",""NONE""]] @eng/contracts/schemas/traceability_matrix.schema.json#/modules/items/test_status",该侧无此项,该侧无此项
threads,execution,execution.threads,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/execution/threads,"值[0 ×6 (声明/赋值 k=) @lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:41; lib/infrastructure/cli/monitor.h:74; lib/infrastructure/cli/resource_recorder.h:66; lib/infrastructure/cli/v6_runtime_contract.h:304 ## 0.0 ×1 (value(""k"",d)) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:599] @7 处 / 2 个位点（前 4: value(""k"",d); 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
threshold_sigma,detection,detection.threshold_sigma,值[5.0] @eng/packaging/config/defaults.json#fields[key=detection.threshold_sigma] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""5.0""] @eng/packaging/config/config_registry.json#plugin_knobs[12] registered_key=detection.threshold_sigma (doc docs/plugins/algorithms_phase1/03_star_detection.md:84, module 03_star_detection, finding=none) [registered_at=eng/packaging/config/defaults.json#fields[].key=detection.threshold_sigma]"
