ID,原判据摘要,判定,证据,归属任务,根因,方案,验收门,依据,备注
M4-A-02,"台账引 INTEGRATION.md:58 `max_{valid,W>0}` 与 §7:75 `max(accepted support)` 互斥",FIXED,"timeout 30 grep -n 'max_{accepted}' docs/science/INTEGRATION.md → rc=0（:21/:58/:75 三处均为 max_{accepted}，原 :58 的 max_{valid,W>0} 已订正）",P2-001,-,-,-,R-2 §0（:18）：integrate.cpp 已按 header:17 修好（support=0.9=max(accepted)），残余只是 SCI §5:58 一处文本；现状该文本已订正。,【人工复核覆盖：原分批复核判 FIXED】台账原判 OPEN/P0；R-2 判「门的前提需要改判」。
M4-A-04,SCI 7 方法 / ALG 与实现 10 方法（PERCENTILE/MEDIAN_SIGMA/MINMAX 无 SCI 统计定义）三方计数互斥,OPEN,"timeout 30 grep -n '7 种方法' docs/science/REJECTION.md → rc=0:43；grep -n '10 方法' docs/algorithms/PHASE2_REJECTION.md → rc=0:25/:104；grep -n P2_REJECT_MINMAX lib/algorithms/coverage/include/astro/phase2/rejection.h → rc=0:55 `P2_REJECT_MINMAX = 9,           // astrocs.minmax.v1`",P2-001,SCI §5 只定义 7 方法，实现多出 3 个可选枚举且 config 无背书,SCI 补 3 方法的统计定义，或把 3 方法标 legacy/退役,SCI 方法集与 rejection.h 枚举逐字可对照,-,REJECTION.md 读时哈希 3cb03c033f15、PHASE2_REJECTION.md=4b8c898a3acc（包内 e728a92cb3b9/fde33e3de0b4）
M4-A-05,接缝四项中「法向梯度跳变」「support/weight 连续性」全仓零定义零阈值；容差 3σ/5σ 只冻在测试文件内,OPEN,timeout 30 grep -rn -e 法向 -e 梯度跳变 docs/science docs/algorithms → rc=1（0）；timeout 30 grep -n SIGMA tests/api/test_seam_metric_gate.py → rc=0:24 `SIGMA = 0.05  # 同步 synthetic_gate kNoiseRms`、:79-82 `3.0 * SIGMA` / `5.0 * SIGMA`,P2-001,接缝判据的 SCI 来源缺失，阈值自证于测试文件,在 SCI/ALG 定义接缝指标与阈值，测试改引用冻结常量,SCI 含法向/support 连续性条款且测试阈值可回溯到该条款,-,-
M4-A-06,profile 合法集三方不一致：SCI §4 两值、SCI §5 三值、实现三值且失败返 rc=1（非 INVALID_CONFIGURATION）,OPEN,"timeout 30 grep -n -e profile -e astrocs_adaptive docs/science/REJECTION.md → rc=0:21 `wbpp_2_9_1 / wbpp_current(alias)`、:38「仅 wbpp_2_9_1…否则 INVALID_CONFIGURATION」、:52 `astrocs_adaptive (tunable)`、:99「配置非法 (method/profile) → INVALID_CONFIGURATION」；timeout 30 sed -n '1040,1050p' lib/algorithms/coverage/src/rejection.cpp → rc=0 白名单收三值后 `return 1` + err 文本",P2-001,SCI §4 与 §5 自斥；实现走 rc=1 而非 P2_STATUS_INVALID_CONFIGURATION（:1745/:1752 只覆盖 method×normalization）,统一 SCI 合法集；非法 profile 通道改用 P2_STATUS_INVALID_CONFIGURATION,非法 profile 的返回状态 == SCI 承诺值（新增门判红）,-,行号 1040-1046
M4-C-01,"kcorr_lookup 旧写法 i0=wi*2 把 [0.5,1.0] 均匀映到列区间，pf=0.8 回表外值（+1.5%/+2.1%）",FIXED,"timeout 30 grep -n -e pf_grid -e 'const bool lo' lib/algorithms/coverage/src/sampler.cpp → rc=0:94 `static const double pf_grid[3] = {0.5, 0.8, 1.0};`、:107 `const bool lo = (pf <= pf_grid[1]);`、:110 `const double fx = (pf - pf_grid[c0]) / (pf_grid[c1] - pf_grid[c0]);`",P2-001,-,-,-,修复证据：两段各自归一化分段线性插值，pf=0.8 直接命中冻结表值 1.3925/2.8971,读时哈希 sampler.cpp=6894c69d9a1b（包内 7fc8fe0ee8db）
M4-C-03,tile 级 ivar 读失败未 fail-closed、降级分支无计数无诊断,FIXED,"timeout 30 grep -n -e ivar_tile_fallback_px -e legacy_allow_weight_fallback lib/algorithms/coverage/tools/stage2.cpp → rc=0:566 `if (!cfg.legacy_allow_weight_fallback) { … 拒绝继续`、:607 计数器、:1119 `++ivar_tile_fallback_px; weights[s] = support_v[s];`、:1755 `diag[""ivar_tile_read_fallback_pixels""] = ivar_tile_fallback_px.load();`；grep -n ivar_tile_read_fallback_pixels lib/algorithms/coverage/tests/ivar_wiring_test.cpp → rc=0:489",P2-001,-,-,-,修复证据：默认 false 即 fail-closed，降级逐像素计数并落 diagnostics，测试钉住,stage2.cpp 读时哈希 465c4a86a44f（=包内）
M4-C-04,会话装配 smoothing_lambda=0 且只用 p2_upm_build（无 nodes 形参）⇒ SCI 承诺的 harmonic continuation 在生产不发生,OPEN,"timeout 30 grep -n smoothing_lambda lib/algorithms/coverage/src/upm.cpp → rc=0:234 `cfg.smoothing_lambda = 0.0;`；grep -n p2_upm_build lib/phase2_session/p2_session.cpp → rc=0:204 `rc = p2_upm_build(obs.data(), n_obs, &uc, &model);`（全几何入口 p2_upm_build_geo 在 upm.h:107，未被调用）；grep -n 'harmonic continuation' docs/science/PHASE2_UPM.md → rc=0:109/:161",P2-001,生产装配无自由度（λs=0）也无全几何节点入口 ⇒ 延拓路径不可达,会话装配改走 p2_upm_build_geo，或把 SCI 延拓条款标为未启用路径并登记,单帧区产物与 SCI 延拓声明一致（新增门）,-,upm.cpp 读时哈希 304185bf462b（包内 4051321cde7b）
M4-C-06,gather 对非有限 values/support 只计数剔除、weights 全程不校验且直传 RCR，与 SCI「非有限⇒INVALID_INPUT」相反,FIXED,timeout 30 grep -n isfinite lib/algorithms/coverage/src/rejection.cpp → rc=0:1109 `else if (weights != nullptr && !std::isfinite(weights[i]))`、:1728-1729 ex 入口同时校验 values/weights；grep -n rejection_nonfinite_weights lib/algorithms/coverage/CMakeLists.txt → rc=0:142 `add_executable(phase2_rej_nonfinite_weights tests/rejection_nonfinite_weights_test.cpp)`,P2-001,-,-,-,修复证据：资格层与入口双处校验 weights 有限性，并落地共址回归门（含 NaN/+Inf 负例）,rejection.cpp 读时哈希 41d63fe62a50（包内 9a281a3fb6dd）
M4-C-07,slice ALG 仍把已非生产入口的 stage2.cpp 写成「唯一权威生产源」，与 module_adapters p2_op_* 生产面并存,OPEN,timeout 30 grep -n 实现源 docs/algorithms/PHASE2_MOSAIC_WRITE.md → rc=0:9 `> 实现源（唯一权威生产源）: lib/algorithms/coverage/tools/stage2.cpp（1762 行实测；入口 main :112）。`（实测 1784 行）；timeout 30 grep -n -e LEG-004 -e astrocs-stage2.exe docs/contracts/PUBLIC_API.md → rc=1（:54 自斥句已删）；grep -n 'p2_op_reject\|p2_op_integrate\|p2_op_write' lib/infrastructure/scheduler/src/module_adapters.cpp → rc=0:4002/:4240/:4610,P2-001,PUBLIC_API.md :54 自斥已修，但 ALG slice 的「唯一生产源」表述与真实生产 DAG（module_adapters p2_op_*）仍不一致，且行数实测过期,把 stage2.cpp 标为工具/legacy 入口，生产源锚改指 p2_op_*；同步行数,四份 slice ALG 的生产源锚与 module_adapters 逐一对上,-,「1762 行实测」已过期（现 1784 行）
M4-C-09,ERR-P2-UPM-001 锚点仍指 upm.cpp:~890（实为 model_hash 序列化区，字面量 0 命中）；AIO 接受 v1+v2 而 p2_upm_open 仅 v2,OPEN,timeout 30 grep -rn ERR-P2-UPM-001 docs/ lib/ → rc=0 ERROR_MODEL.md:53「见 `lib/algorithms/coverage/src/upm.cpp:~890` frames 唯一/类型/C 行数校验」、PHASE2_UPM.md:110 锚 aio_upm.cpp，而 lib/algorithms/coverage/src/upm.cpp 内 0 命中；grep -rn 'astrocs-upm-v1\|astrocs-upm-v2' lib/ → rc=0 aio_upm.cpp:75-76/:132-133 双接受，upm.cpp:1045 仅 astrocs-upm-v2,P2-001,错误码 ID 无源码落点；容器接受面与打开器接受面不对称且未登记,把 ERR-P2-UPM-001 落到真实校验点；ALG §10/§15 登记接受面不对称,该 ID 在源码可定位且 ALG 表列双格式接受策略,-,原 :890 现为 model_hash 区，真实 frames 校验在 :1069-1081 一带
M4-D-03,任务编号/审计流水仍在活动文件（SCIENCE_SCOPE.md「# B5-06…本任务不改csv」；34A532A2…B2EB308 残断 token）,OPEN,for f in 5 个目标文件; timeout 30 grep -c -e 34A532A2 -e B2EB308 -e B5-06 -e B4-27 $f → rc=0 前四者 0、docs/science/SCIENCE_SCOPE.md=1（:62 `… # B5-06 同步在 TRACEABILITY.csv 增 SCI-SCOPE-001 行…但本任务不改csv，仅文档。`）；grep -rn -F 34A532A2 lib/algorithms/coverage/ → rc=0 acr_kernels.cpp:3、coverage.cpp:3、stage2.cpp:5、block.h:5、coverage.h:5,P2-001,注释仍以任务号/变更流水作锚,改为契约/条款引用,活动源码与文档中任务号 token 归零,-,台账点名的 upm.cpp「B4-27」与「此前 huber_delta」已清零；残余落在另 5 个 coverage 文件
M4-F-01,SCI §11/§15 把 control_median_mc_test / kcorr_matrix_test 当「Oracle 全过」证据，二者未注册构建,FIXED,"timeout 30 sed -n '170,179p' docs/science/PHASE2_UPM.md → rc=0 §15「**例外**：UPMW-005 的 MC 证据源 `control_median_mc_test` **未注册（MISSING，构建孤儿）** ⇒ …收进 ctest 前不得称""已过""」；grep -rn -e control_median_mc_test -e kcorr_matrix_test ci/ .github/ → rc=1；sed -n '1384,1392p' tests/unit/CMakeLists.txt → rc=0 新增 sci_evidence_registration_quality 门与 --self-test",P2-001,-,-,-,RUBRIC §3.1 R-2 M4-F-01：门应打在「文件存在 ∧ 构建注册 ∧ CI 采集」三合一，先按 (b) 把「已过」改 MISSING；SCI §11/§15 现均显式标 MISSING，并落地机器门,读时哈希 PHASE2_UPM.md=ff6bf3e72e7a（包内 96319b5de137）
M4-F-03,p2_upm_synthetic 是构建内唯一 UPM 命名 ctest，不链接生产库且以 CHECK(true) 冒名不变量门,OPEN,"timeout 30 sed -n '675,700p' tests/unit/CMakeLists.txt → rc=0:694-696 `add_executable(p2_upm_synthetic_test …)` / `target_link_libraries(… PRIVATE astrocs_contracts)` / `add_test(NAME p2_upm_synthetic …)`；grep -n 'CHECK(true)' tests/unit/p2_upm_synthetic_test.cpp → rc=0:125 `CHECK(true);  // 语义: 合成框架无单覆盖污染`",P2-001,测试只链接 contracts、无 astro/phase2 头，断言为空还打印 PASS,链接 astrocs_phase2 并写真实不变量断言，或改名为框架自检,注入 zero-support 生成值后该门判红,-,行号 125（与台账一致）
M4-F-04,test_upm_parallel 仍 skipUnless 静默跳过、OMP_LIB 路径不存在、calibrate_sum 传常量 0.0（csum 算了不用）,OPEN,"timeout 30 sed -n '1,60p' tests/api/test_upm_parallel.py → rc=0:15 `OMP_LIB = os.path.join(REPO, ""build"", ""linux-openmp-on"", ""libphase2.a"")`、:55 `@unittest.skipUnless(shutil.which(""g++"") and os.path.isfile(OMP_LIB), …)`、:49-50 `printf(…calibrate_sum=%.10f…"", workers,(int)nret,forced_hash,0.0,consistent,…)`；timeout 30 ls -d build/linux-openmp-on → 不存在",P2-001,跨 worker 数值等价从未被比较；跳过条件使该测试常态不跑,改用真实构建产物路径、断言 csum，并把 SKIP 纳入 CI 白名单,1T/2T calibrate 数值等价被真实比较并能判红,-,-
M4-F-07,空断言与名不副实节仍在（CHECK(true)、局部字面量非空断言、全零求和）,OPEN,timeout 30 grep -n -e 'CHECK(true)' -e 'TESTS PASS' tests/unit/p2_rejection_test.cpp tests/unit/p2_output_semantics_test.cpp → rc=0 p2_rejection_test.cpp:89 `CHECK(true);`、p2_output_semantics_test.cpp:136 `CHECK(true);`（:140 printf「P2-006 TESTS PASS …」）,P2-001,占位断言充当证据,用真实不变量替换 CHECK(true)（枚举数值序、全零求和等）,删除任一被检行为后对应断言判红,-,行号 89/136 与台账一致
M4-F-08,名义「生产 Oracle」走 COMPAT 弃用接口，且 frame_ids 逐位复制未过 eligibility 掩码映射，无回归门,OPEN,"timeout 30 grep -n COMPAT lib/algorithms/coverage/include/astro/phase2/rejection.h → rc=0:299 `// ---- 旧接口（COMPAT adapter，仅测试/旧调用；生产 Stage2 不再调用） ----`；timeout 30 sed -n '1890,1915p' lib/algorithms/coverage/src/rejection.cpp → rc=0:1906-1907 `if (in->frame_ids != nullptr) for (i < m) fids[i] = in->frame_ids[i];`（m 为资格层输出数，按原下标直取）",P2-001,测试面走 compat 结构体绕开生产 strided 路径；frame_ids 与资格压缩后的样本错位,Oracle 改走生产接口；frame_ids 随资格掩码同步压缩,构造含不合格样本的栈，断言 frame_ids 与 values 同源同位,-,-
M4-H-01,control_by_id 为 std::map，obs.control_id 不在 nodes 中时 operator[] 默认插 0，观测静默并入 control 0,OPEN,"timeout 30 grep -n control_by_id lib/algorithms/coverage/src/upm.cpp → rc=0:71 `std::map<std::uint64_t, std::size_t> control_by_id;`、:434 `const std::size_t ck = m->control_by_id[obs[i].control_id];`（:544/:564/:568/:638/:650/:877 同型）；grep -n 'control_by_id.find' 同文件 → rc=1（0）",P2-001,用 operator[] 隐式建键，无 rc 无告警，污染归一化/gauge/C 行,改 find + 未命中显式 rc,注入未知 control_id ⇒ 显式失败（新增负例判红）,-,行号 425→434
M6a-D-014,同文件注释「禁全局 critical(aio_read)」与实现「全程 g_aio_mu 全局锁」直接对立，两代并行叙述并存,OPEN,timeout 30 grep -n -e CON-010 -e g_aio_mu -e 'critical(aio_read)' -e hotfix lib/algorithms/coverage/src/sampler.cpp → rc=0:165 `// CON-010 复归：cfitsio / aio_hips 并发文件读在本机 gcc 14 上非线程安全`、:701 `// （cfitsio 同句柄并发读非线程安全 => 禁跨线程共享；禁全局 critical(aio_read)）。`、:711-712 `std::lock_guard<std::mutex> lk(g_aio_mu);`、:647 `// 第一遍：…（hotfix：串行；`、:900 `// 生产默认 N-worker 并行(std::thread…`,P2-001,注释未随实现收敛，读者无法判断该锁是必留约束还是待清除临时物,统一并发模型注释：删「禁全局 critical」或把 g_aio_mu 冻结并登记,同文件无自斥并发叙述（review 门）,-,行号 157→165、683→701、689-690→711-712、881→900
M6b-C-002,冻结 ALG 仍以「现状=R3-A 缺陷语义/登记不改码」表述，与同文 §7「B2-A7 闭环、DISP 关闭」自斥,OPEN,timeout 30 grep -n -e '现状=R3-A' -e 现状缺陷清单 docs/algorithms/PHASE2_INTEGRATION.md → rc=0:42 `| sup_max | max(accepted support)（现状=R3-A 缺陷语义，§11.3） | 无量纲 | integrate.cpp:61-61 |`、:233 `### 11.3 现状缺陷清单（DISP-P2INT-001..002，登记不改码…）`；同文 :172 `**support reducer 口径已统一（B2-A7 闭环，DISP-P2INT-001/002 关闭）**`,P2-001,过期登记未清，逐符号锚整体错位,删 :42 括注、§11.3 标 CLOSED 并清逐符号锚,ALG 内无「现状=缺陷」与「已闭环」并存,-,读时哈希 PHASE2_INTEGRATION.md=a1e93858f263（包内 b6f8a4b81d43）
M7-A-108,"percentile 仅给 (low 0.2/high 0.1, scale=median)，参考分布/经验分位型与 tie/边界含入未定义，确定性门不可证伪",OPEN,"timeout 30 grep -n -e 'low 0.2' -e percentile docs/science/REJECTION.md → rc=0:49/:59/:153 只有 `percentile (low 0.2 / high 0.1, scale=|median|)`；同文 :102 §8a 登记判据带与塌缩根因并明写「**未修复**，SC-005」，但 tie/边界含入仍未声明",P2-001,方法核判据带未定义 tie/边界含入，门无法证伪,SCI §5 补 quantile 型/tie/边界含入；按 §8a 另立缺陷裁决 scale,n=3/4 边界栈的判定可由 SCI 文本唯一推出,-,§8a 已由 R-2 M4-A-01 根因登记落地
M7-A-109,SCI 文本载 σ_new = 1.134·wsd 常数（无 SCI 出处）,FIXED,timeout 30 grep -rn 1.134 docs/science/ → rc=1（0 命中）；grep -rn 1.134 docs/algorithms/ → rc=0 仅 docs/algorithms/PHASE2_REJECTION.md:248 `wsd = sqrt(Σ(wcur−med)²/(nc−1));  σ_new = 1.134·wsd     :1318-1322`,P2-001,-,-,-,修复证据：原判据所指 SCI 文本不存在，常数仅存于 ALG 实现锚,-
M7-A-110,输入为加性归零后样本，空背景 median≈0 ⇒ scale=median→0，阈→0（全拒）或跨零不连续，无下限声明,OPEN,"timeout 30 grep -n 'scale=' docs/science/REJECTION.md → rc=0:49 `n < 6 → percentile (low 0.2 / high 0.1, scale=|median|)`；sed -n '100,118p' → §8a「在近零天光像素上 median → 0 ⇒ 带宽塌缩为 0 ⇒ **全部非中位样本被拒**…**未修复**」；grep -n 零底 docs/science/INTEGRATION.md → rc=0:67 `帧间像素已 UPM.calibrate_block 到公共零底`",P2-001,尺度取 |median| 无噪声项与下限，跨零不连续,"按 §8a 裁决改用 max(|median|, MAD) 或显式下限并重标定",近零天光栈的全拒率门（现 73.9%/70.1%）判红,-,REJECTION.md 读时哈希 3cb03c033f15（包内 e728a92cb3b9）
M7-A-126,linear_fit 的 σ 用平均绝对残差（未乘 √(π/2)=1.2533），文档 F4 却写「线性拟合残差 MAD 尺度」，名义 5.0/3.5 阈等效 3.99σ/2.79σ,OPEN,timeout 30 grep -n -A6 'sigma /= ' lib/algorithms/coverage/src/rejection.cpp → rc=0:1451 `sigma += std::fabs(stack[i] - (slope * (double)i + intercept));`、:1452 `sigma /= (double)N;`；grep -n linear_fit docs/algorithms/REJECTION_ALGORITHMS.md → rc=0:17 `F4: linear_fit: 线性拟合残差MAD尺度 5/3.5 8iter`,P2-001,σ 未按估计量闭式换算，文档与代码互斥，拒收率随法漂移,或把 σ 乘 √(π/2)（与 averaged_sigma 同口径），或改文档为「平均绝对残差」并重标定阈值,高斯栈下 linear_fit 的实际等效 σ 阈值与文档一致（可判红）,-,行号 1436-1439→1451-1452；rejection.cpp 读时哈希 41d63fe62a50（包内 9a281a3fb6dd）
M7-A-127,ESD α=0.05 被当冻结统计判据引用，NIST 近似有效性域 n≥15/25 全文 0 命中，无 n<15 降级路径,OPEN,timeout 30 grep -n -e Rosner -e 'alpha=0.05' -e ESD docs/algorithms/REJECTION_ALGORITHMS.md → rc=0:18 `F5: ESD: Rosner α=0.05 max10 双sqrt已修`、:37/:99 同引；timeout 30 grep -c -e 'n≥15' -e 'n>=15' -e 'n ≥ 15' 同文件 → rc=1（0）,P2-001,统计方法的适用域未声明，小 n 无降级,补 n≥15/25 适用域与 n<15 路由（或标近似失效）,n<15 走登记降级路径（新增门）,-,REJECTION_ALGORITHMS.md 读时哈希 4bd56755b392（包内 4f65c3f4d00f）
M7-A-136,percentile 阈按像元值绝对分位（scale=|orig_median|）取、不含噪声尺度 ⇒ 拒收强度随背景绝对电平线性变化,OPEN,timeout 30 grep -n -e orig_median -e reject_percentile_impl docs/algorithms/PHASE2_REJECTION.md → rc=0:93 `| reject_percentile_impl | :1579-1600 | percentile（|median| 尺度；iterations=1） |`、:332 `scale = |orig_median|（原始域中位，MEDIAN_CENTER 工作域下负值安全）:1587`；SCI REJECTION.md §8a 同款登记「未修复」,P2-001,尺度无噪声项，与背景绝对电平耦合；N=4 全拒兜底是其症状,"按 §8a 裁决改用 max(|median|, MAD) 并重标定",背景电平扫描下拒收率恒定（门可判红）,-,PHASE2_REJECTION.md 读时哈希 4b8c898a3acc（包内 fde33e3de0b4）
M7-A-214,常量场门要求 max_abs==0（对一般 C 不可满足，等权 3×0.1 即 1 ulp 失配），与同节 rtol 1e-12 双口径并存,OPEN,"timeout 30 grep -n -e 常量场门 -e 'max_abs==0' -e 'rtol 1e-12' docs/science/INTEGRATION.md → rc=0:102 `- **常量场门**：常数 values=C 的 signal==C（max_abs==0）。`、:106 `…（rtol 1e-12）`；timeout 30 python3 -c ""v=[0.1,0.1,0.1]; s=sum(v); print(repr(s/3), s/3==0.1)"" → rc=0 `0.10000000000000002 False`",P2-001,门对实现无判别力或阻碍正当实现,常量场门改 rtol 1e-12（与 :106 统一）,等权 3×0.1 常量场通过且注入真实偏差判红,-,INTEGRATION.md 读时哈希 92ac00e963d6（包内 c69090065bf3）
M7-C-001,UPM 侧 control grid 为编译期常数 8，与装配传入值可能静默错位,FIXED,"timeout 30 grep -n control_grid_per_tile lib/algorithms/coverage/src/stage2_common.cpp → rc=0:40 `cfg->control_grid_per_tile = m.value(""control_grid_per_tile"", 8);`、:41-43 值域 1..64 校验、:466 `mcfg.grid = cfg.control_grid_per_tile;  // M7-C-001`；grep -n -e 'cfg.grid != 8' -e 'm->grid = cfg.grid' lib/algorithms/coverage/src/upm.cpp → rc=0:254 `if (cfg.grid != 8) return 3;`、:269 `m->grid = cfg.grid;`",P2-001,-,-,-,修复证据：编译期常数改消费装配传入值 + 一致性硬门 + 几何 hash 改用实际 grid,stage2_common.cpp 读时哈希 416b7c849105（包内 37c355bccc82）、upm.cpp=304185bf462b（包内 4051321cde7b）
M7-H-101,伪代码引用从未赋值的符号 s1（全文 s1 赋值 0 处）；rc 表原无「迭代耗尽」态（现已加 p2_upm_convergence）,OPEN,"timeout 30 awk 'FNR==169' docs/algorithms/PHASE2_SAMPLER.md → rc=0 `若 s1 ≤ 0: break                             # :825`；timeout 30 grep -c 's1 =' 同文件 → rc=1（0）；sed -n '306,312p' docs/algorithms/PHASE2_UPM_IMPL.md → rc=0:311 新增 `| p2_upm_convergence | 0/1 | …converged：1=…达 tolerance，0=迭代耗尽或旧文件未记录 |`",P2-001,伪代码符号名与实现不一致（:168 赋值的是 s0）,把 :169 的 s1 改 s0（或补 s1 定义）；① 已修无需再动,伪代码符号可在全文唯一解析,-,① 已由 R-2 M7-H-101 建议落地（新增 p2_upm_convergence），残留仅为 ④
M7-H-103,同一求值接口双哨兵：null model 返回 0.0（与 gauge 合法 C 值不可区分，fail-open），未知 frame_id 返回 NaN,FIXED,"timeout 30 grep -n -e 'model == nullptr' -e quiet_NaN lib/algorithms/coverage/src/upm.cpp → rc=0:1309 `if (model == nullptr) return std::numeric_limits<double>::quiet_NaN();`（原 `return 0.0` 已消失）、:1315 未知 frame 同返 NaN；sed -n '306,312p' docs/algorithms/PHASE2_UPM_IMPL.md → rc=0:310 `p2_upm_evaluate_c | NaN | **未知 frame_id 与 null model 一律返回 NaN**（…禁作哨兵——M7-H-103）`",P2-001,-,-,-,RUBRIC §3.1 R-2 M7-H-103：不可用一律 NaN，并在 ALG §10 表统一——实现与文档均已落地,evaluate_c_field::at() 缺失 cell 仍返 0.0，upm.cpp:163-170 已写明该差异超出本条范围并有冻结门约束
M8-C-002,注释称跨 worker「位精确」，同合同测试实为 1e-6 容差；三处口径互不相同,FIXED,"timeout 30 grep -n 'determinism class D1' lib/algorithms/coverage/src/upm.cpp → rc=1（0 命中，原注释已不存在）；timeout 30 grep -n -e '1T/2T calibrate' -e 'repeat-2T calibrate' lib/algorithms/coverage/tests/synthetic_gate.cpp → rc=0:309 `EXPECT_NEAR(out1[0], out2[0], 1e-12) << ""1T/2T calibrate 差（冻结容差 1e-12）"";`、:324 同 1e-12",P2-001,-,-,-,RUBRIC §3.1 R-2 M8-C-002：门与合同取齐到 1e-12/位精确——容差已由 1e-6 收紧为 1e-12,synthetic_gate.cpp 读时哈希 d7ba42a703ee（包内 3d3ab2d9e353）；phase2_sampler_parallel 的 SKIP 记录属 M8-G-001
M8-F-010,PHOTDEGRADE/uncalibrated_adu_allowed 显式降级开关正反两侧无任何回归用例,OPEN,timeout 30 grep -rn -e PHOTDEGRADE -e uncalibrated_adu_allowed tests/ → rc=0 且 0 行（tests 侧零命中）；timeout 30 grep -rln 同模式 lib/algorithms/drizzle lib/infrastructure/scheduler docs/algorithms → rc=0 5 文件（drizzle_engine.h、hp_drizzle_api.cpp、drizzle_engine.cpp、module_adapters.cpp、DRIZZLE_GEOMETRY.md:178）,P2-001,上游 module_adapters 已发射该 KV，生产可达但无门,p1drz_negative 补「声明=1 放行 + provenance 降级」正例与「缺键/=0 拒绝」反例,两侧行为各 1 例且能判红,-,行号漂移：hp_drizzle_api 读键 :946-949、拒绝语义 drizzle_engine.cpp:1053-1056
M9-F-2,产品与「独立重算」同公式同单位同格式化（%.6f 字符串相等），不可能发现单位错,OPEN,"timeout 30 sed -n '186,212p' lib/infrastructure/aio/tests/p1hips/p1hips_tests_oracle.cpp → rc=0:201 `const double scale = 3600.0 * (180.0 / kPi) * std::sqrt(kPi / 3.0) / 512.0;`、:203 `std::snprintf(want, sizeof(want), ""%.6f"", scale);`、:206 断言 `it->second == want`；grep -n hips_pixel_scale lib/infrastructure/aio/src/hips/aio_hips_writer.cpp → rc=0:1113 `kv.push_back({""hips_pixel_scale"", buf});`（同式，aio_hips.h:92 记 `3600·180/π·sqrt(π/3)/512`）",P2-001,Oracle 与被检实现共用同一表达式/单位/精度，属自证门,Oracle 改由 IVOA HiPS 1.0 的 unit 定义独立推值（或改为度单位对拍）,注入单位/量纲错（如误用 arcsec）后该门判红,-,五套并存数值仍在：tests/io/make_hips_fixture.py:169、lib/algorithms/coverage/tools/controlled_rejection_truth.py:52、hips_browser …/gen_geometry_truth.py:177
V20-N-11,写 -1/不写/写 0 三态折叠为同一 0，产物只留 frame[snr_max_sources]=0 无判别位,OPEN,"timeout 30 grep -n snr_max_sources lib/infrastructure/scheduler/src/module_adapters.cpp → rc=0:2675 `snr_max_sources = sc.value(""max_sources"", 0);`、:2676 `if (snr_max_sources < 0) snr_max_sources = 0;   // <0 非法 -> 视为不限`、:2787 `frame[""snr_max_sources""] = snr_max_sources;`",P2-001,非法值与「不限」「0」共用一个编码，无 provenance 判别位,三态分离（-1 显式拒绝或加 snr_max_sources_source 判别位）,三态在产物中可区分（新增门判红）,-,行号 2675-2676/:2787 与台账一致；module_adapters.cpp 读时哈希 713b9ba2bbfb（包内 10b472f2719e）
V3-N-03,写侧必写、读侧必校验（rc=3/1），但 UPM fit 入口缺 control_grid_per_tile 键静默取 8,OPEN,"timeout 30 grep -n control_grid_per_tile lib/infrastructure/scheduler/src/module_adapters.cpp → rc=0:3644 写侧、:3738 `uc.grid = smp_doc.value(""control_grid_per_tile"", 8);`（fit 入口缺键默认 8）；grep -n 'cfg.grid != 8' lib/algorithms/coverage/src/upm.cpp → rc=0:254 `if (cfg.grid != 8) return 3;`",P2-001,读侧硬门与装配侧静默默认并存，跨版本面可能把不匹配模型当匹配,fit 入口缺键改显式失败（或在 manifest 记 grid 来源）,缺键时显式拒绝（新增负例）,-,module_adapters.cpp 读时哈希 713b9ba2bbfb（包内 10b472f2719e）
W1-N-12,HEALPIX_SCALE_PER_NSIDE_ARCSEC 同式三处重推导，无单一承载层,OPEN,timeout 30 grep -rn 'const double HEALPIX_SCALE_PER_NSIDE_ARCSEC' lib/ --include=*.cpp --include=*.h → rc=0 三处：lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:684、lib/infrastructure/scheduler/src/module_adapters.cpp:3146、lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:188,P2-001,常数无唯一承载头（文档权威点 docs/algorithms/DRIZZLE_GEOMETRY.md:87，未改）,抽到公共头并让三处引用,全仓该常数定义唯一（grep 计数==1）,-,finding 记 2 处，实测 3 处（与台账复核一致）
W2-N-06,NaN variance 像元不被跳过 ⇒ 面积进分母、方差不进分子（半累加），交付方差系统性偏低；跳过条件缺 isfinite,OPEN,"timeout 30 sed -n '1896,1915p' lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp → rc=0:1912 `if (varianceValue <= 0.0f) continue;  // 合法数据边界, 非掩膜`（NaN 不满足 ⇒ 继续累加 flux/area）；sed -n '1550,1566p' → rc=0:1558-1559 `if (varianceValue > 0.0f) { … acc.sumVarNum += Scalar((double)varianceValue * (double)w2); }`（NaN 不进分子）；grep -n 非有限 docs/contracts/DATA_SEMANTICS.md → rc=0:254「非有限或 ≤0 → 跳过该像素」",P2-001,跳过条件与合同不同集（缺 isfinite），分子分母判据不一致,两处统一为 `!(v>0) || !isfinite(v)` 并同集处理,注入 NaN variance 后交付 variance 与解析值一致（门判红）,-,drizzle_engine.cpp 读时哈希 0a838c49ebca（包内 80b3c471d51f）
