来源成稿,行,条目,短标题,被点名对象,全部对象,对象数,定级,置信,原文
AUD-101-DB02.md,423,,- ipv 路径：`find lib -iname 'ipv_api.h'` → `lib/algorithms/pla,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h lib/include/,2,,,- ipv 路径：`find lib -iname 'ipv_api.h'` → `lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h`（非 `lib/include/`）。
AUD-101-DB02.md,429,,- **清单与派单文字不符**：DB-02 只有 `docs/modules/phase1_session.md`（01,docs/modules/phase1_session.md,docs/modules/phase1_session.md docs/modules/registry/astrocs.phase1.session.md,2,,,- **清单与派单文字不符**：DB-02 只有 `docs/modules/phase1_session.md`（01）+ `docs/modules/registry/astrocs.phase1.session.md`（18）两份会话页；**无 phase2_session.md / phase3_session.md**（phase2 session 页在未派给我的 registry 批；phase3 session 页 08/09 号明记「**未建**」）。以清单为准。
AUD-101-DB02.md,430,,- **「归并进调度器/既有模块」的规范表述，本批文档给的是另一套**：08 号:94、09 号:106 写「Sessi,"lib/phase{1,2,3}_session/","lib/phase{1,2,3}_session/",1,,,"- **「归并进调度器/既有模块」的规范表述，本批文档给的是另一套**：08 号:94、09 号:106 写「Session 型模块按 **§7.3** 不迁移、**待删除**，见 ARCH-001 §1」。但 (a) ASTROCS_DESIGN **§7.3 实为「错误传播与运行日志」，不含任何 Session 禁令**——误引条款号；(b) 上位 **§8.4:637 明列 `lib/phase{1,2,3}_session/` 为现行顶层结构**，只 §8.1:548 禁「贯穿三阶段的全局 Session」。故「会话已退役/应归并」并非上位定论。"
AUD-101-DB02.md,431,,- **判定**：01/18 号描述的是**现行会话装配层**（其引用的 lib/phase1_session/* 文件,lib/phase1_session/,lib/phase1_session/,1,,,- **判定**：01/18 号描述的是**现行会话装配层**（其引用的 lib/phase1_session/* 文件全实存），**不是退役遗留说明**——就该点**证伪**「是已退役实现遗留」这一预设立场。真正的缺陷是**上位打架**：§8.4（保留目录）↔ ARCH-001（Session 不迁移、待删除，且误标 §7.3 授权）。这不是文档单方面错，需 §10 上呈负责人裁决，不能由本批文档单方面「归并」。
AUD-201-测光核验.md,9,,现行正本 = `docs/science/PHOTOMETRY.md`（SCI-PHOT-001，状态 FROZEN）。,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,现行正本 = `docs/science/PHOTOMETRY.md`（SCI-PHOT-001，状态 FROZEN）。核心式：
AUD-201-测光核验.md,35,,| 本仓 per-star 与 GaiaXPy 对拍表（跟踪文件） | 实验 B | `lib/algorithms/p,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence/gate4_compare_per_star_1050.csv,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence/gate4_compare_per_star_1050.csv,1,,,| 本仓 per-star 与 GaiaXPy 对拍表（跟踪文件） | 实验 B | `lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence/gate4_compare_per_star_1050.csv`（`wc -l` = 1051 行 ⇒ 1050 颗星） | 积分方案（Akima+Simpson+λ）与 GaiaXPy 数值一致（见 AUD201-005 复算） | 同通带曲线、同输入谱 ⇒ **只证实现忠实性，不证单位约定** |
AUD-201-测光核验.md,36,,| Mosteller & Tukey / Beaton & Tukey 1974 | 论文 A（正本转述，**我未取回,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,UNPROVEN,"| Mosteller & Tukey / Beaton & Tukey 1974 | 论文 A（正本转述，**我未取回原文**） | 正本 `docs/science/PHOTOMETRY.md:295,303` 引 `c=4.685` 对应 95% 高斯渐近效率 | Tukey 常数出处 | 本次未能独立核验原文 ⇒ 该常数的 A 级支撑按 UNPROVEN 处理（见 AUD201-008） |"
AUD-201-测光核验.md,43,,- `lib/algorithms/photometry/cpp/src/spectrum_integrator.h:5,lib/algorithms/photometry/cpp/src/spectrum_integrator.h,lib/algorithms/photometry/cpp/src/spectrum_integrator.h,1,,,- `lib/algorithms/photometry/cpp/src/spectrum_integrator.h:52` → `// [非生产通道] 计算单颗星相对合成流量 F_syn = ∫ S(λ)·T(λ)·Q(λ)·λ dλ × 10^(-0.4*mag_g)`
AUD-201-测光核验.md,44,,- `lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,1,,,"- `lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:202` → `double mag_factor = std::pow(10.0, -0.4 * mag_g);`（同文件 `:393` 缓存版同型）"
AUD-201-测光核验.md,46,,"- **权威依据**：`docs/science/PHOTOMETRY.md:24`（`F_syn` 行""**不含** ",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- **权威依据**：`docs/science/PHOTOMETRY.md:24`（`F_syn` 行""**不含** `10^(−0.4·G)`""）、`:55`（""`F_syn` 中不出现 `G`""）、变更 claim `PHOT-FSYN-CANON-001`；独立推导同向（§2 表第 3 行）。"
AUD-201-测光核验.md,47,,- **现状 → 应为**：正本口径正确、任务书公式错误——`×10^(−0.4·G)` 会把星等**二次**计入亮度（,lib/algorithms/photometry/cpp/test/test_spectrum_integrator_golden.py,lib/algorithms/photometry/cpp/test/test_spectrum_integrator_golden.py lib/algorithms/photometry/tests/p1phot/p1phot_tests_units.cpp lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/fsyn_export.cpp,3,,,"- **现状 → 应为**：正本口径正确、任务书公式错误——`×10^(−0.4·G)` 会把星等**二次**计入亮度（XP 绝对谱的幅度本身已含星的亮度），给逐星 `r_i` 注入 `+0.4·G_i` dex 加性项，单标量 `location` 吸收不掉。现状是：正确口径已在生产落地，但**被否定的错误写法没有被删除**，仍在 `spectrum_integrator.{h,cpp}` 内以两个公共函数存在，并被 `lib/algorithms/photometry/cpp/test/test_spectrum_integrator_golden.py:13`（""⚠ 本测试只覆盖**非生产的相对口径**""）、`lib/algorithms/photometry/tests/p1phot/p1phot_tests_units.cpp:392`、`lib/algorithms/photo"
AUD-201-测光核验.md,54,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -",lib/algorithms/photometry,lib/algorithms/photometry,1,,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -n ""pow(10.0, -0.4"" -- lib/algorithms/photometry"
AUD-201-测光核验.md,59,,- **对象**：`lib/algorithms/photometry/cpp/src/spectrum_integra,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,1,,,- **对象**：`lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:350` → `cache.weighted_wl[i] = cache.spectrum_wl[i] * cache.filter_trans[i] * q;`；被积 `:447` → `integrand[i] = f * cache.weighted_wl[i];`
AUD-201-测光核验.md,62,,"- **改法**：不订正公式。仅在 `docs/science/PHOTOMETRY.md` §2a.2 把""λ 因子即",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,成立,"- **改法**：不订正公式。仅在 `docs/science/PHOTOMETRY.md` §2a.2 把""λ 因子即光子计数约定""的**成立前提**写成显式约束：`λ` 因子成立 ⟺ 解码后的 `F_λ` 为能量谱辐照度；若容器给出的是**光子**谱通量（ph s⁻¹ m⁻² nm⁻¹），`λ` 必须去掉（见 AUD201-003）。"
AUD-201-测光核验.md,70,,"- `docs/science/PHOTOMETRY.md:50` → ""本仓生产消费的是该官方产品的**第三方再编码容",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:50` → ""本仓生产消费的是该官方产品的**第三方再编码容器**（PixInsight XPSD…）… 其**绝对刻度由本轮真实数据实证锚定**（§2a.6），不依赖对容器内部约定的信任。"""
AUD-201-测光核验.md,71,,- `docs/science/PHOTOMETRY.md:316` 转引 PCL `pcl::GaiaSearchDa,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:316` 转引 PCL `pcl::GaiaSearchData::normalizeSpectrum` 原文：""…spectrum data is provided in **either the original power units of spectral irradiance (W*m^-2*nm^-1), or in spectral photon flux units (ph*s^-1*m^-2*nm^-1)**"""
AUD-201-测光核验.md,72,,- `lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,1,,,- `lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:446`（解码式本身对两种单位**同形**）
AUD-201-测光核验.md,78,,"- **改法**：新增只读复算/测试 `aud201_r2_lambda_color_term`（见下""复算""），对跟踪",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- **改法**：新增只读复算/测试 `aud201_r2_lambda_color_term`（见下""复算""），对跟踪 CSV 按颜色分箱统计 astrocs vs GaiaXPy 的 `mag_G` 残差；把该分表登记为 `docs/science/PHOTOMETRY.md` §2a.6 的第 7 类证据替换现有""仅 median+MAD""表述。"
AUD-201-测光核验.md,86,,- **对象**：`docs/science/PHOTOMETRY.md` 的 `:98`、`:110`、`:118`、,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- **对象**：`docs/science/PHOTOMETRY.md` 的 `:98`、`:110`、`:118`、`:126`、`:135`、`:136`、`:137`、`:150`（§2a.6 判定证据汇总表）、`:250`、`:251`、`:252`、`:253`（§8 退化表""证据""列）、`:377` 等，全部把结论锚在 `run/SCI-PHOT-FORMULA-01/evidence/*.json` 与 `run/RELEASE-02/parallel/06.md`。"
AUD-201-测光核验.md,87,,"- **权威依据**：`standards/02_科学证据分级与三重佐证标准.md` §1 ""证据记录到'一手出处 + ",eng/tools/round_start.sh,eng/tools/round_start.sh,1,,,"- **权威依据**：`standards/02_科学证据分级与三重佐证标准.md` §1 ""证据记录到'一手出处 + 项目/版本 + 文件:行'，**可由独立读者复核**""；§1 表 B 级要求""固定 seed、有复现命令、结果落档""。`AGENTS.md` §7 规定 `run/` 为 gitignore 临时产物、不入库，且 `eng/tools/round_start.sh --prune-products` 会**主动回收**轮次内产品树。"
AUD-201-测光核验.md,88,,- **现状 → 应为**：现状 = 正本 §2a.4/§2a.5/§2a.6/§8 的每一条定量结论（QE 缺失 0.,artifacts/evidence/,artifacts/evidence/ 实验/photometric-magnitude/results/,2,,,- **现状 → 应为**：现状 = 正本 §2a.4/§2a.5/§2a.6/§8 的每一条定量结论（QE 缺失 0.0082 mag、通带取错 0.449 mag、解析逐位一致 rel=0、生产 `ZP_syn` 复算 Δ=9.5e−13、负例 N2/N3/N4/N5、置换检验比值 0.951/0.976）**均无仓内可复核副本**。应为：这些定量结论落 `artifacts/evidence/`（跟踪）或 `实验/photometric-magnitude/results/`（已跟踪），文档只引用跟踪路径；引用 `run/` 者必须同时给出**可再生的复现命令**并保持脚本跟踪。
AUD-201-测光核验.md,89,,"- **改法**：(1) 把 §2a.6 表的""位置""列改为跟踪路径；(2) 在 `eng/ci/` 注册一条检查""科学",eng/ci/,eng/ci/ 实验/photometric-magnitude/,2,,,"- **改法**：(1) 把 §2a.6 表的""位置""列改为跟踪路径；(2) 在 `eng/ci/` 注册一条检查""科学文档中的证据路径必须命中跟踪文件""（现无此门，见 AUD201-007）；(3) 对本报告涉及的结论，改由 `实验/photometric-magnitude/`（53 个跟踪文件，含 `results/step*.json`）与本仓跟踪 CSV 重新承载。"
AUD-201-测光核验.md,96,,"t=io.open('docs/science/PHOTOMETRY.md',encoding='utf-8').rea",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"t=io.open('docs/science/PHOTOMETRY.md',encoding='utf-8').read()"
AUD-201-测光核验.md,107,,- **对象**：`lib/algorithms/photometry/cpp/src/spectrum_integra,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,1,,,- **对象**：`lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:350`、`:446-447`（生产积分核）
AUD-201-测光核验.md,125,,"- `docs/science/PHOTOMETRY.md:231` → ""…`a2_bandpass_and_abso",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:231` → ""…`a2_bandpass_and_absolute.json → a_absolute_check_by_magbin` 的 `[18,22]` 档 median `−2.75 mag`""（分箱轴 = **G 星等**）"
AUD-201-测光核验.md,126,,"- `docs/science/PHOTOMETRY.md:136` → ""`median(m_syn−G) = −0.",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:136` → ""`median(m_syn−G) = −0.0037 mag`、MAD 0.0033 mag（G∈[6,18]、…n=11272）""（统计量 = 全样本 median/MAD，**无颜色轴**）"
AUD-201-测光核验.md,127,,"- `docs/science/PHOTOMETRY.md:408` → ""XPSD uint8 解码的绝对刻度由真实数",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:408` → ""XPSD uint8 解码的绝对刻度由真实数据实证锚定（26211 星，`median(m_syn−G)=−0.0037 mag`、MAD 0.0033 mag，G∈[6,18]），适用域 `G ≲ 18`"""
AUD-201-测光核验.md,132,,"- 应为：`docs/science/PHOTOMETRY.md` §2a.6 的""真实数据""行必须**并列**给出按 ",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- 应为：`docs/science/PHOTOMETRY.md` §2a.6 的""真实数据""行必须**并列**给出按 `G_BP−G_RP` 分箱的 `median(m_syn−G)` 表与其箱间互差，并把""箱间互差 ≤ 阈值""写成正向约束；阈值来源 = 通带色项预算（AUD201-009 的 0.011 mag 实测 + §2a.5 通带失配项）。"
AUD-201-测光核验.md,141,,- `lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/xp,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/xpsd_production_validation.py,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/xpsd_production_validation.py,1,,,- `lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/xpsd_production_validation.py:1-30`（自述：用生产 `gaia_client` 在真实 XPSD 文件查询 ≥1000 颗、官方线性解码 `F = byte*fluxMul + fluxMin`、与 GaiaXPy 官方绝对 XP sampled spectrum **逐点对比 + 合成测光颜色对比**）
AUD-201-测光核验.md,153,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" ls-fil",lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence,1,,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" ls-files -- ""lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence"""
AUD-201-测光核验.md,160,,- `eng/ci/prod_wiring_baseline.json:17-22` → 冻结的判红项含 `dead_c,eng/ci/prod_wiring_baseline.json,eng/ci/prod_wiring_baseline.json,1,,,- `eng/ci/prod_wiring_baseline.json:17-22` → 冻结的判红项含 `dead_config_key:photometry.irls_max_iterations`、`:photometry.irls_tolerance_dex`、`:photometry.mag_tolerance`、`:photometry.min_inlier_stars`、`:photometry.min_reference_stars`、`:photometry.tukey_c`（6 条）
AUD-201-测光核验.md,161,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:21-27`,lib/algorithms/photometry/cpp/src/star_matcher.cpp,lib/algorithms/photometry/cpp/src/star_matcher.cpp,1,,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:21-27` → `_MAD_SCALE/_TUKEY_C=4.685/_IRLS_MAX_ITER=50/_IRLS_CONVERGE=1e-6`（编译期 `static constexpr`）
AUD-201-测光核验.md,162,,- `lib/algorithms/photometry/cpp/src/pc_api.cpp:145` 与 `:435,lib/algorithms/photometry/cpp/src/pc_api.cpp,lib/algorithms/photometry/cpp/src/pc_api.cpp,1,,,"- `lib/algorithms/photometry/cpp/src/pc_api.cpp:145` 与 `:435` → `3.0,  // mag_tolerance`（**字面量**）"
AUD-201-测光核验.md,163,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:518` →,lib/algorithms/photometry/cpp/src/star_matcher.cpp,lib/algorithms/photometry/cpp/src/star_matcher.cpp,1,,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:518` → `if (r_consistent.size() < 3)`（**字面量**）；`:616` → `if (r_inliers.size() >= 2)`（**字面量**）
AUD-201-测光核验.md,164,,"- `docs/science/PHOTOMETRY.md:220` → ""证据出处：Project-defined 冻",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md eng/packaging/config/defaults.json,2,,,"- `docs/science/PHOTOMETRY.md:220` → ""证据出处：Project-defined 冻结值（**配置键 `photometry.mag_tolerance`**，`eng/packaging/config/defaults.json`…）"""
AUD-201-测光核验.md,172,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -",eng/ci/prod_wiring_baseline.json,eng/ci/prod_wiring_baseline.json,1,,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -n ""dead_config_key:photometry"" -- eng/ci/prod_wiring_baseline.json"
AUD-201-测光核验.md,173,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -",lib/infrastructure,lib/infrastructure eng/tools,2,,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -n -e ""mag_tolerance"" -- ""lib/infrastructure"" ""eng/tools"" | wc -l"
AUD-201-测光核验.md,181,,"- **对象**：`docs/science/PHOTOMETRY.md:10` → ""**非目标**：不处理带通外颜色",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- **对象**：`docs/science/PHOTOMETRY.md:10` → ""**非目标**：不处理带通外颜色项高阶效应（仅 QA 暴露残差分布）"""
AUD-201-测光核验.md,194,,- `lib/algorithms/calibration/src/photometry_apply.cpp:68` →,lib/algorithms/calibration/src/photometry_apply.cpp,lib/algorithms/calibration/src/photometry_apply.cpp,1,,,- `lib/algorithms/calibration/src/photometry_apply.cpp:68` → `out[i] = (float)((double)light[i] * photscal);` —— 整帧施加唯一算式：**纯乘法**，无 `log10`、无加性项
AUD-201-测光核验.md,196,,- `lib/algorithms/photometry/cpp/src/frame_photometry_fit.cp,lib/algorithms/photometry/cpp/src/frame_photometry_fit.cpp,lib/algorithms/photometry/cpp/src/frame_photometry_fit.cpp,1,,,- `lib/algorithms/photometry/cpp/src/frame_photometry_fit.cpp:374` → `sp.location_dex = -std::log10(scale);` —— 全链唯一 `log10(k_photo)` 反算；`:351-353` 声明其只进阶段 3 的 Tukey 权重与残差诊断，不落任何像素产品
AUD-201-测光核验.md,197,,- **读出/声明点**：`lib/infrastructure/scheduler/src/module_adapte,lib/infrastructure/scheduler/src/module_adapters.cpp,lib/infrastructure/scheduler/src/module_adapters.cpp eng/contracts/schemas/unified/frame_snr.schema.json eng/contracts/schemas/,3,,,- **读出/声明点**：`lib/infrastructure/scheduler/src/module_adapters.cpp:6099`、`:6173`、`:6208` 写出 `sigma_residual_dex`（dex 标量，QA）；星等域标量只出现在 `eng/contracts/schemas/unified/frame_snr.schema.json:369`（`reference_zero_point_syn_mag`）与 `:373`（`frame_zero_point_mag`）——二者是**帧级零点元数据**，不是像素数据形态。全 `eng/contracts/schemas/` 无 per-pixel / per-tile 的 mag 数据字段。
AUD-201-测光核验.md,198,,- **权威依据**：`ASTROCS_DESIGN.md:126`（`k_photo=10^{−location}` ,docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,- **权威依据**：`ASTROCS_DESIGN.md:126`（`k_photo=10^{−location}` 线性标度、施加后仍是线性面亮度、星等只在派生/展示时换算不落盘）、`:127`（Phase2 加性天光 + 逆方差加权必须消费线性）；`docs/science/PHOTOMETRY.md:13`、§16.1 ⑤/⑥。
AUD-201-测光核验.md,200,,- **正例/负例**：正例 = `apply_photometry(k=2.0)` 后逐像素恰为 2×（`lib/al,lib/algorithms/calibration/tests/test_photometry_apply.cpp,lib/algorithms/calibration/tests/test_photometry_apply.cpp,1,,,- **正例/负例**：正例 = `apply_photometry(k=2.0)` 后逐像素恰为 2×（`lib/algorithms/calibration/tests/test_photometry_apply.cpp:90` 即此断言）。负例 = 施加式改成 `out=light+log10(k)` 或 `out=k·log10(light)` ⇒ 该单测的逐像素比例断言必红 ⇒ **判据有判别力**。
AUD-201-测光核验.md,205,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -",lib/algorithms/calibration/src/photometry_apply.cpp,lib/algorithms/calibration/src/photometry_apply.cpp,1,,,"git -C ""F:/Astro dev/Astro CS Normalization Database"" grep -n -e ""log10"" -e ""pow"" -- lib/algorithms/calibration/src/photometry_apply.cpp"
AUD-201-测光核验.md,212,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:615-62,lib/algorithms/photometry/cpp/src/star_matcher.cpp,lib/algorithms/photometry/cpp/src/star_matcher.cpp,1,,,- `lib/algorithms/photometry/cpp/src/star_matcher.cpp:615-621` → `double sigma_residual = 0.0; if (r_inliers.size() >= 2) { … sigma_residual = (mad_in > 0.0) ? (mad_in / _MAD_SCALE) : 0.0; }`（两个 0 出口：样本不足、`mad_in==0`）
AUD-201-测光核验.md,213,,"- `docs/science/PHOTOMETRY.md:191` → ""`|r_inliers|>=2` 才估计 `",docs/science/PHOTOMETRY.md,docs/science/PHOTOMETRY.md,1,,,"- `docs/science/PHOTOMETRY.md:191` → ""`|r_inliers|>=2` 才估计 `sigma_residual`，否则 `sigma_residual=0`""；§3、§8 同述，无""不可估计""具面值约定"
AUD-201-测光核验.md,214,,- `lib/infrastructure/scheduler/src/module_adapters.cpp:5327,lib/infrastructure/scheduler/src/module_adapters.cpp,lib/infrastructure/scheduler/src/module_adapters.cpp,1,,,- `lib/infrastructure/scheduler/src/module_adapters.cpp:5327` → `constexpr double P1_PHOT_MAX_SIGMA_DEX = 1.0;`；`:5747-5748` → `if (!std::isfinite(fr.sigma_residual_dex) || fr.sigma_residual_dex > P1_PHOT_MAX_SIGMA_DEX)` ⇒ **只卡上界与有限性**
AUD-201-测光核验.md,228,,- `lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp:335`,lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp,lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp,1,,,- `lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp:335` → `// m_cut = 6 + 1.5×log10(f_mm) + 2×log10(t_s)`；`:343-345` → `double m_cut = 6.0 + 1.5 * std::log10(f_safe) + 2.0 * std::log10(t_safe);`
AUD-201-测光核验.md,229,,- `docs/plugins/algorithms_phase1/03_star_detection.md:25` 与,docs/plugins/algorithms_phase1/03_star_detection.md,docs/plugins/algorithms_phase1/03_star_detection.md eng/contracts/schemas/phase_config_normalize.schema.json,2,,,"- `docs/plugins/algorithms_phase1/03_star_detection.md:25` 与 `eng/contracts/schemas/phase_config_normalize.schema.json:358` → ""极限星等按**焦距、画幅、曝光时间**派生估计（宁多勿少）"""
AUD-201-测光核验.md,230,,- **权威依据**：`standards/02` §4（每个数值常数须取得四类来源之一）；§3（单位换算须有显式因子与,docs/algorithms/PLATESOLVE.md,docs/algorithms/PLATESOLVE.md,1,,,"- **权威依据**：`standards/02` §4（每个数值常数须取得四类来源之一）；§3（单位换算须有显式因子与出处）。对照本仓做得对的地方：`docs/algorithms/PLATESOLVE.md:193` 为 Huber `k=1.345` 明确写了""有文献依据——Huber (1964)""⇒ 常数登记是既有规范，本条属漏登而非风格差异。"
AUD-201-测光核验.md,232,,"- 常数 `6.0 / 1.5 / 2.0` 与整个公式**不在任何正本**：`git grep -n ""m_cut =",docs/,docs/ docs/architecture/api_inventory.csv docs/contracts/API_CONTRACTS.csv,3,,,"- 常数 `6.0 / 1.5 / 2.0` 与整个公式**不在任何正本**：`git grep -n ""m_cut = 6""` 全仓 **2 命中**，两处都在 `ipv_select.cpp`（`:335` 注释、`:343` 代码）；`git grep -n -e ""compute_initial_mag_cut"" -e ""m_cut"" -- docs/` = **4 命中**，全部是 `docs/architecture/api_inventory.csv:374-375` 与 `docs/contracts/API_CONTRACTS.csv:329-330` 的**函数签名登记**，无一处给出该式或常数出处。"
AUD-201-测光核验.md,236,,- 同处 `:360-365` 注释自证旧密度指数 `1.3`（实测 α = 0.243–0.456、中位 0.2885,docs/algorithms,docs/algorithms,1,,,"- 同处 `:360-365` 注释自证旧密度指数 `1.3`（实测 α = 0.243–0.456、中位 0.2885）使模型高估 4–5 个数量级，并明写""该偏差**尚未在 docs/algorithms 登记为 DISP 条目**""⇒ 订正只活在代码注释，正本沉默。"
AUD-201-测光核验.md,237,,- 应为：把 `6.0/1.5/2.0` 与 `alpha` 初值取法写入 `docs/algorithms/PLATE,docs/algorithms/PLATESOLVE.md,docs/algorithms/PLATESOLVE.md,1,,,- 应为：把 `6.0/1.5/2.0` 与 `alpha` 初值取法写入 `docs/algorithms/PLATESOLVE.md`（§4 第 2 类推导或第 3 类标定）；订正 `03_star_detection.md:25` 的输入项清单；把 `1.3 → 0.2885` 补登 DISP 条目。
AUD-201-测光核验.md,245,,"git grep -n -e ""compute_initial_mag_cut"" -e ""m_cut"" -- docs/",docs/,docs/,1,,,"git grep -n -e ""compute_initial_mag_cut"" -e ""m_cut"" -- docs/ | wc -l"
AUD-201-测光核验.md,246,,"git grep -n ""1.345"" -- docs/algorithms/PLATESOLVE.md | wc -l",docs/algorithms/PLATESOLVE.md,docs/algorithms/PLATESOLVE.md,1,,,"git grep -n ""1.345"" -- docs/algorithms/PLATESOLVE.md | wc -l"
AUD-201-测光核验.md,252,,- **对象**：`lib/algorithms/photometry/cpp/src/spatial_gain.cpp,lib/algorithms/photometry/cpp/src/spatial_gain.cpp,lib/algorithms/photometry/cpp/src/spatial_gain.cpp,1,,,"- **对象**：`lib/algorithms/photometry/cpp/src/spatial_gain.cpp:49` → `constexpr double kMaxSpatialAmplitudeDex = 1.0;`；判定 `:521` → `if (!std::isfinite(amax) || amax > kMaxSpatialAmplitudeDex) { last_kind = FailKind::kHard; … continue; }`；自述 `:497` → ""该界是**约定值**（与 `c=4.685`、`3×` 抽样允差同类），不构成效应量门""；实测真值 `:494-495` → ""真值 pp 7%；本轮真机 3 帧实测 `max|log10 m| ≈ 0.1 dex`"""
AUD-201-测光核验.md,254,,"- **现状 → 应为**：有""约定值""字样、有保守取值与影响范围，但**未列入任何 UNRESOLVED 台账**（`",docs/,docs/,1,,,"- **现状 → 应为**：有""约定值""字样、有保守取值与影响范围，但**未列入任何 UNRESOLVED 台账**（`git grep -n -e ""spatial_amplitude"" -e ""max_spatial"" -e ""MaxSpatialAmplitude"" -- eng/ docs/` 实测 **0 命中**），也不在 `defaults.json`。文档侧 `PHOTOMETRY.md` §16.1 ④ 只写""用星点残差在帧内估计低阶乘性空间增益 `m(x,y)`""，**未提这条 1.0 dex 硬界会令整帧 fail**，§8 退化表亦无该行。应为：(1) 登 UNRESOLVED 或以 `defaults.json` 活键承载；(2) 在 §16.1 ④ 或 §8 加一行""`max|log10 m| > 1.0 dex` ⇒ 该帧 fail（`implausible_"
AUD-201-测光核验.md,262,,- 权威路径：`docs/plugins/algorithms_phase1/03_star_detection.md:,docs/plugins/algorithms_phase1/03_star_detection.md,docs/plugins/algorithms_phase1/03_star_detection.md,1,,,"- 权威路径：`docs/plugins/algorithms_phase1/03_star_detection.md:25` → ""检测定义域是星表位置（用本帧已解出的权威 WCS 把 Gaia 星表反向投影到像素域），只对星表位置做质心/PSF 拟合…全图盲检测连通域路径**不是**权威路径"""
