id,category,priority,producer,release_blocker,owner_decision,title,fix_state,verified_state,evidence_file_field,n_headings,file,line,files_all
M5b-G-14,G_GOV_GATE,P1,M5b,Y,,导出符号与 ABI 合同一致性（§12.3-6）实际无有效检查：门只判符号表非空，Linux 侧零覆盖,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,110,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-15,G_GOV_GATE,P1,M5b,Y,,CLI_PROTOCOL §6 承诺的 tools/check_cli_protocol.py 不存在；CLI-COMMAND-LAYER 只做字符串存在性判断,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,124,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-16,G_GOV_GATE,P1,M5b,Y,,CLI 配置模板把产物写到仓库根，AGENTS.md 禁而 CLI_PROTOCOL 认，门只豁免不拦,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,139,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-17,G_GOV_GATE,P1,M5b,Y,,L0 顶层文档自述「当前提交实测绿」，同仓库 CI 基线自证七项以上非豁免门禁仍为红灯,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,152,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-18,G_GOV_GATE,P1,M5b,Y,,"注册表合同页对未接入产品链路的模块给出 production 身份与""1/N 等价已验""完成度声明",OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,166,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-19,G_GOV_GATE,P1,M5b,Y,,§17-9 的 Agent 图像初审与 Owner 终审在机器上门禁面为零，视觉检查文档指向非产品浏览器,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,181,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M5b-G-20,G_GOV_GATE,P1,M5b,Y,,MODULE-READMES 门只覆盖 5 个硬编码目录，与 21 份 module.yaml / 26 份 registry 页无对账,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,1,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md,194,问题扫描/findings/G_GOV_GATE/p1/M5b_L12_L17.md
M6a-G-002,G_GOV_GATE,P1,M6a,Y,,三个 Phase1 模块各自私造日志体系：以 CWD 相对路径把日志文件写进源码树 lib/*/logs/、用私有环境变量控级且默认级互不一致，另有多条科学/生产路径无条件 fprintf(stderr)（宪章 §11 统一日志面为零实现）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M6a_L13_L14.md,1,问题扫描/findings/G_GOV_GATE/p1/M6a_L13_L14.md,5,问题扫描/findings/G_GOV_GATE/p1/M6a_L13_L14.md
M6b-G-004,G_GOV_GATE,P1,M6b,Y,,追溯与文档门的有效性缺陷集合：三条追溯门无一能证伪 VERIFIED，锚门可被 git 异常整体跳过，豁免与不可豁免类别均无执行体,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,1,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,9,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md
M6b-G-005,G_GOV_GATE,P1,M6b,Y,,"宪章 §12.3 十二项机器检查在本域的落地核对表：可复算的""假覆盖""清单（追溯链三条门无一能证伪 VERIFIED，§12.3-9 零实现，§12.3-7/-11 只到 selftest/选检查项）",OPEN,,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,1,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,44,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md
M6b-G-006,G_GOV_GATE,P1,M6b,Y,,"机器门覆盖率被文档高估：索引自述""由机器校验""仅指结构自洽，实测 123 条 ACTIVE_NORMATIVE 中至少 82 条（67%）不进入任何内容级门",OPEN,,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,1,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md,87,问题扫描/findings/G_GOV_GATE/p1/M6b_L16_L18.md
M7-G-101,G_GOV_GATE,P1,M7,Y,,"宪章 §18.1 裁决的""四投影""在 SCI 侧仍是""仅 TAN、SIN/CAR 显式拒绝""，ALG 以「两者不互改」结案 = 未升级冲突（L20-019，**方向订正版**）",OPEN,,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,1,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,7,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md
M7-G-102,G_GOV_GATE,P1,M7,Y,,ALG 自行出具合规结论：「冻结现状实现为合同基线；五项偏差不构成合同违反」+「无差异项（核对通过）」（L20-020）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,1,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,16,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md
M7-G-103,G_GOV_GATE,P1,M7,Y,,冻结常数缺「值×因次×适用域×推导源」四元表（跨 SCI/ALG ≥8 个常数；含负责人点名的 1.4826/k_corr/2.5σ 族）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,1,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,25,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md
M7-G-104,G_GOV_GATE,P1,M7,Y,,「独立 Oracle 缺位」清单（应父层／M2b 改道归集；级别由各实例持有，本条不另立总述）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,1,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,37,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md
M7-G-105,G_GOV_GATE,P1,M7,Y,,M7-G-001 家族**第 2 类**（M2b 改道并入本家族，不单立总述）：「引用不存在的标准依据」——把工程上界/自造出处冒充标准条款，与「门数学不可达」是同一失败模式的两种表现,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,1,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md,58,问题扫描/findings/G_GOV_GATE/p1/M7_G_GOV_GATE_p1.md
M8-G-001,G_GOV_GATE,P1,M8,Y,,【元结论】注册面在三个方向上是空集：任何现有门都不能回答「这个证据/测试是否真被执行」,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,1,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,5,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md
M8-G-002,G_GOV_GATE,P1,M8,Y,,"「选中检查全部合同化 SKIP」被 `ci/run.py` 判为整体 PASS；叠加 R4 不验采集数，形成""跑了个空集也算过""",OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,1,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,28,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md
M8-G-003,G_GOV_GATE,P1,M8,Y,,已知失败基线的 40 个探针自身含 4 个恒真探针，且唯一针对恒真断言的 F-022 探针只查 1 个文件,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,1,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md,44,问题扫描/findings/G_GOV_GATE/p1/M8_L22_L23.md
M8a-G-003,G_GOV_GATE,P1,M8a,Y,,第三方/派生代码的识别与豁免按「目录名字面」切分，登记面与真实闭包互不覆盖,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,10,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M8a-G-004,G_GOV_GATE,P1,M8a,Y,,「依赖锁的机器校验入口」「preset/actions 复验」等现时态声称在 CI 注册表零接线，且已接的检查是单向,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,35,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M8a-G-005,G_GOV_GATE,P1,M8a,Y,,BSD 第三方源（nanoflann / astrometry.net healpix）编入交付 DLL，许可与哈希零采集,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,56,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M8a-G-006,G_GOV_GATE,P1,M8a,Y,,MODULE-READMES 门确数覆盖 5/43、要素核验 0 项且实测放行错锚（裁决：维持 P1，附与三家 P0 的实质差别）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,77,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M8a-G-007,G_GOV_GATE,P1,M8a,Y,,生成器自述「checker 以本生成器输出为源」不实：registry 无 diff 门，手写页与 descriptor 双向漂移（裁决：维持 P1）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,99,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M8a-G-008,G_GOV_GATE,P1,M8a,Y,,分层标准把宪章 §12.2 的 L2 定义改写，并把仓库外 Wiki 置于权威链首位,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,1,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md,121,问题扫描/findings/G_GOV_GATE/p1/M8a_L25_L27.md
M9-G-1,G_GOV_GATE,P1,M9,Y,,XPSD 魔数/长度校验失败不解除映射，句柄随下一次 memset 永久失联,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,5,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
M9-G-2,G_GOV_GATE,P1,M9,Y,,树节点数组分配失败被 break 吞掉，仍返回成功并少注册若干棵树（部分天区静默为空）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,22,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
M9-G-3,G_GOV_GATE,P1,M9,Y,,Gaia 配置数组计数循环可无限自增（strtod 不推进时不消费字符）→ 模块全生命周期可被一次配置挂死,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,39,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
M9-G-4,G_GOV_GATE,P1,M9,Y,,FITS 原子写 target/tmp 均 512 字节且静默截断：长路径下二者塌缩为同一路径（原子提交被替换为原地覆写）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,57,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
M9-G-5,G_GOV_GATE,P1,M9,Y,,IO-001 原子写提交点全程无耐久性屏障：rename 前只 fflush 不 fsync，目录项亦不 sync（掉电/崩溃可留零长度或旧内容产品）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,81,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
M9-G-6,G_GOV_GATE,P1,M9,Y,,HiPS properties 由返回 void 的函数直写正式路径：元数据写失败静默、且无 tmp+rename（同库已有 W 系 + WRITE_THROUGH 完整范例）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,1,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md,105,问题扫描/findings/G_GOV_GATE/p1/M9_L24_L26.md
V11-N-02,G_GOV_GATE,P1,V11,Y,,"`AstroSphereTileView` **五份镜像全部**落后（无一份可作参照物）⇒ 当前无越界路径，但""variance/ivar 产品在 Python 侧无处可写""",OPEN,,问题扫描/findings/G_GOV_GATE/p0/V11.md,1,问题扫描/findings/G_GOV_GATE/p0/V11.md,17,问题扫描/findings/G_GOV_GATE/p0/V11.md
V11-N-06,G_GOV_GATE,P1,V11-c,Y,,（P1）同一个 `struct_size` 判据在仓内有**三套互斥语义**，头规定的那套几乎没人用,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V11-c.md,1,问题扫描/findings/G_GOV_GATE/p1/V11-c.md,3,问题扫描/findings/G_GOV_GATE/p1/V11-c.md
V11-N-07,G_GOV_GATE,P1,V11-c,Y,,"（P1）唯一的 `struct_size` 机器门 `ABI-BOUNDARY`：**语料与被保护面 8/8 零交集**，且""扩语料即假绿""的陷阱已在门内",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V11-c.md,1,问题扫描/findings/G_GOV_GATE/p1/V11-c.md,10,问题扫描/findings/G_GOV_GATE/p1/V11-c.md
V11-N-08,G_GOV_GATE,P1,V11-d,Y,,（P1）AIO 存在**两份 ABI 握手结构、前两字段顺序相反**；被门检的那份与交付路径实际用的那份**不是同一个类型**,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,1,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,13,问题扫描/findings/G_GOV_GATE/p1/V11-d.md
V11-N-09,G_GOV_GATE,P1,V11-d,Y,,（P1）导出面白名单只覆盖 5 个模块 DLL，**被跨语言消费的 5 个 DLL 零裁剪**；Gaia 的公共 ABI 头住在 `src/` ⇒ 天然逃过任何 `include/` 面普查,OPEN,STILL-SUBITEM-EXPIRED,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,1,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,21,问题扫描/findings/G_GOV_GATE/p1/V11-d.md
V11-N-10,G_GOV_GATE,P1,V11-d,Y,,（P1·**本轮最该被记住的一条**）系统性统计：「镜像同步」与「镜像被门采集」在本仓 **100% 对应** ⇒ `N-01..N-04` 不是疏忽，而是「零采集 ⇒ 必漂」的必然产物,OPEN,STILL,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,1,问题扫描/findings/G_GOV_GATE/p1/V11-d.md,3,问题扫描/findings/G_GOV_GATE/p1/V11-d.md
V13-N-01,G_GOV_GATE,P1,V13,Y,C-09,MATRIX 权威侧自铸 3 枚 `EVID`，其 VERIFIED 在结构上不可被证伪 ⇒ 双视图共 5 行假 evidence,OPEN,,问题扫描/findings/G_GOV_GATE/p0/V13.md,1,问题扫描/findings/G_GOV_GATE/p0/V13.md,14,问题扫描/findings/G_GOV_GATE/p0/V13.md
V13-N-02,G_GOV_GATE,P1,V13,Y,,同批把 MATRIX 三行 `test_path` 写成**散文串**（非路径）⇒ 修完 BOM 后仍 DANGLING_REF，且回归依据用错了检查器,OPEN,,问题扫描/findings/G_GOV_GATE/p0/V13.md,1,问题扫描/findings/G_GOV_GATE/p0/V13.md,21,问题扫描/findings/G_GOV_GATE/p0/V13.md
V13-N-04,G_GOV_GATE,P1,V13-b,Y,,追溯主表的 status 列 63/63 全 VERIFIED 却**全仓零门消费** ⇒ 「假 VERIFIED 恒不红」是结构事实,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V13-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V13-b.md,10,问题扫描/findings/G_GOV_GATE/p1/V13-b.md
V13-N-06,G_GOV_GATE,P1,V13-b,Y,C-09,`c3452d48` 删掉的 4 行 VERIFIED 合同行**无任何对应登记动作** ⇒ 合同面与追溯面永久分叉且恒不红,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V13-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V13-b.md,3,问题扫描/findings/G_GOV_GATE/p1/V13-b.md
V14-N-01,G_GOV_GATE,P1,V14,Y,C-09,Windows 产品清单把两个 SKELETON unit 登记为 IMPLEMENTED ⇒ 过度声明随安装树进入发布评审，且无任何门比对两平台清单,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14.md,1,问题扫描/findings/G_GOV_GATE/p1/V14.md,3,问题扫描/findings/G_GOV_GATE/p1/V14.md
V14-N-02,G_GOV_GATE,P1,V14,Y,C-09,`MOD-NOOP` 三面矛盾：两个清单都登记 IMPLEMENTED，而它自己的 README/module.yaml/CMake 三处都是 SKELETON 且明写三个动词全返回 `UNSUPPORTED`；真正实现了动词的 `echo,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14.md,1,问题扫描/findings/G_GOV_GATE/p1/V14.md,12,问题扫描/findings/G_GOV_GATE/p1/V14.md
V14-N-03,G_GOV_GATE,P1,V14,Y,C-09,逐列 diff 两份 12 行 kernel 表：编进交付 `.so` 的那份有 **6/12 行 precision 标错**（F64 vs 实现 F32）⇒ 正是 `FD-F-001` 那条 `strstr` 守卫该拦而未拦的实例,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14.md,1,问题扫描/findings/G_GOV_GATE/p1/V14.md,20,问题扫描/findings/G_GOV_GATE/p1/V14.md
V14-N-04,G_GOV_GATE,P1,V14-b,Y,,runtime 出厂的 `kernel_id`/`sci_contract_id` 三类失登记 ⇒ **按 kernel_id 追溯必断链**（A-36 家族新实例）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,3,问题扫描/findings/G_GOV_GATE/p1/V14-b.md
V14-N-05,G_GOV_GATE,P1,V14-b,Y,,`p1_noise` 一接线，安装树就**自动多出交付 `.so`**，而两份白名单零登记；反向按纪律补登记反而**假红**,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,13,问题扫描/findings/G_GOV_GATE/p1/V14-b.md
V14-N-06,G_GOV_GATE,P1,V14-b,Y,,两个纯 JSON 读写节点三面宣称 `cpu_heavy` + `parallel_ok=True` ⇒ 元数据节点占用/阻塞 heavy 租约（叠加 `V4-N-07` 互斥即成吞吐陷阱）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V14-b.md,21,问题扫描/findings/G_GOV_GATE/p1/V14-b.md
V14-N-08,G_GOV_GATE,P1,V14-c,Y,,registry 页的**生成面与修订面同盘互踩**：重跑生成器即蒸发 10 页人工修订，并把占位 ID 钉回 docs 面,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V14-c.md,1,问题扫描/findings/G_GOV_GATE/p1/V14-c.md,3,问题扫描/findings/G_GOV_GATE/p1/V14-c.md
V17-N-01,G_GOV_GATE,P1,V17,Y,,"（P1·①）**selfcheck 家族 10 TU / 16 门的""必败验证""接受""子进程没起来""** ⇒ 核心是 **127 码值碰撞**",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17.md,1,问题扫描/findings/G_GOV_GATE/p1/V17.md,3,问题扫描/findings/G_GOV_GATE/p1/V17.md
V17-N-02,G_GOV_GATE,P1,V17,Y,,（P1·②）`SERIAL-HARDCODE` 门（三 profile、非豁免、在册）扫描面**无存在性前置** ⇒ 一个自登记起从未被扫过的死路径，门仍打 `QA-002_PASS`,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17.md,1,问题扫描/findings/G_GOV_GATE/p1/V17.md,9,问题扫描/findings/G_GOV_GATE/p1/V17.md
V17-N-03,G_GOV_GATE,P1,V17,Y,,（P1·②③）`test_p1003_drizzle_path.py::test_04` **恒 SKIP** ⇒ 可达性校验在默认 CI **零执行点**（三层叠加）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17.md,1,问题扫描/findings/G_GOV_GATE/p1/V17.md,15,问题扫描/findings/G_GOV_GATE/p1/V17.md
V17-N-04,G_GOV_GATE,P1,V17-b,Y,,`test_mon003_synthetic.py`：**编译失败 → `skipTest`**（该红时静默），而它守的是 §10.5 资源合成判定,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,3,问题扫描/findings/G_GOV_GATE/p1/V17-b.md
V17-N-05,G_GOV_GATE,P1,V17-b,Y,,（潜在缺陷）`test_iso_acr_gpu_isolation.py`：**生产源清单逐条 `if not isfile: continue` 包住负向断言** ⇒ 任一改名即整体脱扫恒空,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,8,问题扫描/findings/G_GOV_GATE/p1/V17-b.md
V17-N-06,G_GOV_GATE,P1,V17-b,Y,,陈旧 `.so` 复用家族：种子 fits 站**外的三孪生站**，四站全部无源↔产物新鲜度前置,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V17-b.md,13,问题扫描/findings/G_GOV_GATE/p1/V17-b.md
V18-N-01,G_GOV_GATE,P1,V18,Y,,（P1·`C-21` 判据②在全仓现状不成立）12 套 selfcheck harness 并存**三种 `cond` 语义**，且新增一种归因失真机制,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18.md,1,问题扫描/findings/G_GOV_GATE/p1/V18.md,3,问题扫描/findings/G_GOV_GATE/p1/V18.md
V18-N-02,G_GOV_GATE,P1,V18,Y,,"（P0·**补强 `V9-N-07`，不另立机制**）四道 `waivable=false` 门的""自检形态""里，`check_prod_reachability.py::_selftest:219-226` **把 `:100-106` ",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18.md,1,问题扫描/findings/G_GOV_GATE/p1/V18.md,11,问题扫描/findings/G_GOV_GATE/p1/V18.md
V18-N-05,G_GOV_GATE,P1,V18-b,Y,,（P1·判据取自被检物自身）`check_log_contract.py selfcheck():301-306` **用被测生产实现**（`from runtime.logging.log_event import LogEvent`）造,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,8,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V18-N-09,G_GOV_GATE,P1,V18-b,Y,,（P1·`C-21①` 连前置清单都拿不到）`p1psf` 整族注入名**全经变量传递** ⇒ 字面量检索计数 **0**，selfcheck 默认名 `recovery` 与注册面**不可静态对齐**,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,11,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V18-N-10,G_GOV_GATE,P1,V18-b,Y,,（P1）`p1drz` 手抄清单已与注册表漂移 **3 名**：`k_injections[]` 9 名 vs `P1DRZ_CHECK` 注册 12 名 ⇒ **`perf_parity`/`perf_run`/`perf_trend` ,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,15,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V18-N-11,G_GOV_GATE,P1,V18-b,Y,,"（P1·**元门 fail-open，连带扣减全部注入锁**）11 个 selfcheck 的子进程 `child_env[]={fbuf,nullptr}` ⇒ `PATH`/`TMPDIR`/`OMP_NUM_THREADS`/`AST",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,3,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V18-N-13,G_GOV_GATE,P1,V18-b,Y,,（P2）额度与豁免同源：`check_full_integration.py:39 HARDCODE_THREAD_DEBT_CAP=10` **写死本文件**、`:57` 消费自己 spawn 的输出计数、`:62` 超额时把 `debt,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,18,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V18-N-14,G_GOV_GATE,P1,V18-b,Y,,"（P1·两套重入判据并存，只有前一套会被空值污染）selfcheck 的""我在哪一阶段""判据**两种写法分裂**",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V18-b.md,21,问题扫描/findings/G_GOV_GATE/p1/V18-b.md
V19-N-02,G_GOV_GATE,P1,V19,Y,,（P1）`fatduck` profile **成员 0 却映射 exit 0** ⇒ 真机复验通道是恒绿空壳,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V19.md,1,问题扫描/findings/G_GOV_GATE/p1/V19.md,3,问题扫描/findings/G_GOV_GATE/p1/V19.md
V19-N-03,G_GOV_GATE,P1,V19,Y,,"（P1）`serves_checks` 只声明 **2** 个消费者，实消费其产物的门有 **9** 道；两个 serve 步**无 `require_outputs`** ⇒ 连""产物是否在位""都不核",OPEN,,问题扫描/findings/G_GOV_GATE/p1/V19.md,1,问题扫描/findings/G_GOV_GATE/p1/V19.md,9,问题扫描/findings/G_GOV_GATE/p1/V19.md
V19-N-04,G_GOV_GATE,P1,V19-b,Y,,（P1）UT-QUALITY 的门禁对象 build/lnx_v5_clean_rel/astrocs 在 CI 与 CMakePresets 与 workflows 三面零生产者 ⇒ LNX-005 发布包合同 6 用例恒 skip 而非,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,3,问题扫描/findings/G_GOV_GATE/p1/V19-b.md
V19-N-05,G_GOV_GATE,P1,V19-b,Y,,（P1·即负责人裁决 A-28 的施工面）21 道门真调用 g++/gcc/nm/objdump/tar/bash/taskset，而这些名字在 prerequisite_tools 出现 0 次,OPEN,STILL,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,6,问题扫描/findings/G_GOV_GATE/p1/V19-b.md
V19-N-06,G_GOV_GATE,P1,V19-b,Y,,（P1）环境守卫让 152/674 用例（22.6%）静默隐身，而 R11 与 runner 两侧都只数采集数 ⇒ 整类被 skip 与整类通过在结果面上完全同形,OPEN,STILL,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,9,问题扫描/findings/G_GOV_GATE/p1/V19-b.md
V19-N-07,G_GOV_GATE,P1,V19-b,Y,,（P1）跨门输入依赖写不下也查不到：schema 无 inputs/depends_on 字段，而 run.py:616-623 对 run/ 前缀无条件豁免存在性探测,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,12,问题扫描/findings/G_GOV_GATE/p1/V19-b.md
V19-N-08,G_GOV_GATE,P1,V19-b,Y,,（P1）dirty_ignore_prefixes 被用来遮蔽非豁免门无条件覆写 5 份**受跟踪** ISA 测量 CSV 并读回当判据（工作树现见 3 条 M）,OPEN,,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,1,问题扫描/findings/G_GOV_GATE/p1/V19-b.md,15,问题扫描/findings/G_GOV_GATE/p1/V19-b.md
