id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-pc_calibrate_simple_with_gaia_v2,pc_calibrate_simple_with_gaia_v2,lib/photometric_calib/cpp/include/photometric_calib.h,C,"PC_API int pc_calibrate_simple_with_gaia_v2( void* gaia_client_handle, double ra_center, double dec_center, double radius_deg, double mag_min, double mag_max, const double* filter_wl, const double* filter_trans, int filter_count, const double* qe_wl, const double* qe_trans, int qe_count, const double* spectrum_wl, int spectrum_count, const float* pixels, int width, int height, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, const int64_t* psf_star_ids, PcMatchRecord* out_records, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, float* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-angle_cyclic_verify,angle_cyclic_verify,lib/plate_solve/cpp/ipv/include/ipv_angle.h,C,"double angle_cyclic_verify( const StarPoint& pivot_img, const StarPoint& pivot_cat, const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const HexDescriptor& hex, const std::vector<std::pair<int,int>>& matched_neighbors, double angle_tol_deg = 5.0 );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_get_default_params,ipv_get_default_params,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,IPV_API void ipv_get_default_params(IpvParams* params);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_get_last_inlier_count,ipv_get_last_inlier_count,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,IPV_API int ipv_get_last_inlier_count(void* solver);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_get_last_inliers,ipv_get_last_inliers,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_get_last_inliers(void* solver, double* out_buffer, int max_count);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_set_detector_handle,ipv_set_detector_handle,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API void ipv_set_detector_handle(void* solver, intptr_t handle);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_set_gaia_handle,ipv_set_gaia_handle,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API void ipv_set_gaia_handle(void* solver, intptr_t handle);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve,ipv_solve,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_solve( void* solver, const char* image_path, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve_create,ipv_solve_create,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,IPV_API void* ipv_solve_create(void);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve_destroy,ipv_solve_destroy,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,IPV_API void ipv_solve_destroy(void* solver);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve_from_detections_v1,ipv_solve_from_detections_v1,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_solve_from_detections_v1( void* solver, const double* detections, int n_detections, int image_width, int image_height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-AST-001,TEST-IPV-001,VERIFIED
API-ipv_solve_from_memory,ipv_solve_from_memory,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_solve_from_memory( void* solver, const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve_from_memory_with_callback,ipv_solve_from_memory_with_callback,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_solve_from_memory_with_callback( void* solver, const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvDetectionCallback callback, void* user_data, IpvWcsResult* result );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_solve_from_memory_with_callback_d,ipv_solve_from_memory_with_callback_d,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"IPV_API int ipv_solve_from_memory_with_callback_d( void* solver, const double* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvDetectionCallback callback, void* user_data, IpvWcsResult* result );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-void,void,lib/plate_solve/cpp/ipv/include/ipv_api.h,C,"typedef void (*IpvDetectionCallback)( const double* detections, int n_detections, void* user_data );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-estimate_radial_distortion,estimate_radial_distortion,lib/plate_solve/cpp/ipv/include/ipv_distortion.h,C,"DistortionModel estimate_radial_distortion( const std::vector<StarPoint>& U_full, const std::vector<StarPoint>& W, const SimTransform& tf, double s0, int img_width, int img_height, double tau_match = 15.0, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-undistort_stars,undistort_stars,lib/plate_solve/cpp/ipv/include/ipv_distortion.h,C,"std::vector<StarPoint> undistort_stars( const std::vector<StarPoint>& U, const DistortionModel& dist, int img_width, int img_height, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-at_match_lists,at_match_lists,lib/plate_solve/cpp/ipv/include/ipv_itertrans.h,C,"std::vector<MatchPair> at_match_lists( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const Trans& trans, double tolerance_arcsec = 5.0 );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-at_recalc_trans,at_recalc_trans,lib/plate_solve/cpp/ipv/include/ipv_itertrans.h,C,"IterTransResult at_recalc_trans( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& matched_pairs, int order = 1 );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-init_itertrans_logger,init_itertrans_logger,lib/plate_solve/cpp/ipv/include/ipv_itertrans.h,C,void init_itertrans_logger(const std::string& path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-iter_trans_solve,iter_trans_solve,lib/plate_solve/cpp/ipv/include/ipv_itertrans.h,C,"IterTransResult iter_trans_solve( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& initial_pairs, double tolerance_arcsec = 5.0, int order = 1 );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-kvector_build,kvector_build,lib/plate_solve/cpp/ipv/include/ipv_kvector.h,C,KVectorIndex kvector_build(const std::vector<StarPoint>& W);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-kvector_query,kvector_query,lib/plate_solve/cpp/ipv/include/ipv_kvector.h,C,"std::vector<std::pair<int,int>> kvector_query( const KVectorIndex& kv, double d_lo, double d_hi );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-fprintf,fprintf,lib/plate_solve/cpp/ipv/include/ipv_log.h,C,"std::fprintf(stderr, ""%s"", line.c_str());",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-lock,lock,lib/plate_solve/cpp/ipv/include/ipv_log.h,C,std::lock_guard<std::mutex> lock(mtx_);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-snprintf,snprintf,lib/plate_solve/cpp/ipv/include/ipv_log.h,C,"std::snprintf(buf, sizeof(buf), fmt, args...);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-strftime,strftime,lib/plate_solve/cpp/ipv/include/ipv_log.h,C,"std::strftime(time_str, sizeof(time_str), ""%Y-%m-%d %H:%M:%S"", &tm_buf);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-build_hex_descriptor,build_hex_descriptor,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"HexDescriptor build_hex_descriptor( const std::vector<StarPoint>& U, int pivot_idx, double r_local = 0.0, double fov_diag = 0.0, bool use_ratio = false );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-collect_candidates,collect_candidates,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"std::set<int> collect_candidates( const KVectorIndex& kv, const HexDescriptor& hex, double sigma_d, int K = 5, int min_occur = 2, const std::vector<StarPoint>* W = nullptr, bool use_ratio = false );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-extract_consensus,extract_consensus,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"std::vector<CandidateMatch> extract_consensus( const VoteMap& votes, int N_U, const IPVSolverParams& params );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-geometric_vote,geometric_vote,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"void geometric_vote( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double fov_diag, double sigma_d, VoteMap& votes );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-polygon_match,polygon_match,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"PolygonMatchResult polygon_match( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double sigma_d );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-polygon_match_adaptive,polygon_match_adaptive,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"PolygonMatchResult polygon_match_adaptive( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double sigma_d, double fov_diag, bool use_ratio = false );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-verify_polygon,verify_polygon,lib/plate_solve/cpp/ipv/include/ipv_polygon.h,C,"std::vector<std::pair<int,int>> verify_polygon( const std::vector<StarPoint>& W, int candidate_w, const HexDescriptor& hex, const KVectorIndex& kv, double sigma_d, int K = 5, int min_match = 3, bool use_ratio = false );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-full_verify_transform,full_verify_transform,lib/plate_solve/cpp/ipv/include/ipv_ransac.h,C,"std::vector<MatchPair> full_verify_transform( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const SimTransform& tf, double tau );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-iter_trans_verify,iter_trans_verify,lib/plate_solve/cpp/ipv/include/ipv_ransac.h,C,"PROSACResult iter_trans_verify( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<CandidateMatch>& candidates, const IPVSolverParams& params );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-prosac_verify,prosac_verify,lib/plate_solve/cpp/ipv/include/ipv_ransac.h,C,"PROSACResult prosac_verify( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<CandidateMatch>& candidates, const IPVSolverParams& params );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-solve_similarity_transform,solve_similarity_transform,lib/plate_solve/cpp/ipv/include/ipv_ransac.h,C,"SimTransform solve_similarity_transform( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, int u1, int w1, int u2, int w2 );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-umeyama_estimate,umeyama_estimate,lib/plate_solve/cpp/ipv/include/ipv_ransac.h,C,"SimTransform umeyama_estimate( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& pairs );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-compute_fov_density,compute_fov_density,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"void compute_fov_density( double focal_length_mm, double pixel_size_um, double img_width, double img_height, int n_img_bright, double gaia_density_ratio, double gaia_query_radius_factor, double& s0, double& fov_diag_deg, double& query_radius_deg, double& query_area_sqdeg, double& img_area_sqdeg, double& rho_img, double& rho_target, int& n_target, Logger* logger = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-compute_initial_mag_cut,compute_initial_mag_cut,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"double compute_initial_mag_cut( double focal_length_mm, double exposure_time_s, Logger* logger = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-density_match_iterate,density_match_iterate,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"void density_match_iterate( std::function<int(double, double, double, double)> query_func, double center_ra, double center_dec, double query_radius_deg, int n_target, double m_cut_initial, double step_init, int max_iter, double tolerance, double& final_mag_lim, int& final_n_gaia, int& iterations, bool& converged, Logger* logger = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-estimate_mag_lim_by_density,estimate_mag_lim_by_density,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"double estimate_mag_lim_by_density( int n_required, double area_sqdeg, Logger* logger = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_gaia_client_handle,get_gaia_client_handle,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,void* get_gaia_client_handle();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_star_detector_handle,get_star_detector_handle,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,void* get_star_detector_handle();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-gnomonic_forward_proj,gnomonic_forward_proj,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"void gnomonic_forward_proj( double ra_deg, double dec_deg, double ra0_deg, double dec0_deg, double& xi_asec, double& eta_asec, bool& valid);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_select,ipv_select,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"int ipv_select( const std::string& image_path, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_select_from_detections,ipv_select_from_detections,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"int ipv_select_from_detections( const double* detections, int n_detections, int image_width, int image_height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_select_from_memory,ipv_select_from_memory,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"int ipv_select_from_memory( const float* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_select_from_memory_with_callback,ipv_select_from_memory_with_callback,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"int ipv_select_from_memory_with_callback( const float* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, StarSelection& output, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-ipv_select_from_memory_with_callback_f64,ipv_select_from_memory_with_callback_f64,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"int ipv_select_from_memory_with_callback_f64( const double* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, StarSelection& output, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,opaque solver handle,call scope,immutable input,blocking,serial per solve,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-select_image_stars,select_image_stars,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"std::vector<int> select_image_stars( const std::vector<double>& flux, const std::vector<double>& mag, const std::vector<bool>& saturated, int img_n_target, Logger* logger = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-void,void,lib/plate_solve/cpp/ipv/include/ipv_select.h,C,"typedef void (*DetectionSinkFn)( const double* detections, int n_detections, void* user_data );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-fit_sip,fit_sip,lib/plate_solve/cpp/ipv/include/ipv_sip.h,C,"SIPCoeffs fit_sip( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& inliers, const SimTransform& tf, double s0, int img_width, int img_height, int order = 3, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-IPVSolver,IPVSolver,lib/plate_solve/cpp/ipv/include/ipv_solver.h,C,public: IPVSolver();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-cache_last_inliers_,cache_last_inliers_,lib/plate_solve/cpp/ipv/include/ipv_solver.h,C,"void cache_last_inliers_( const std::vector<MatchPair>& matched, const std::vector<StarPoint>& U_snapshot, const std::vector<double>& gaia_ra, const std::vector<double>& gaia_dec, const Trans& trans, double s0, double ra0, double dec0, int img_width, int img_height, bool robust_applied);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-extract_wcs_sip,extract_wcs_sip,lib/plate_solve/cpp/ipv/include/ipv_solver.h,C,"void extract_wcs_sip( const Trans& trans, double ra0, double dec0, int img_width, int img_height, double s0, const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& matched, WcsFitResult* result, Logger* logger = nullptr );",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
