seq,sha8,日期,作者,分级,文件数,增行,删行,编号,主题
1667,8d656bbe,2026-09-08,付家泽,M,9,891,36,,fix(p1-batchA): 并发句柄域 P1×5——dpsf NaN-safe 全序/gaia block_cache BcLock 串行化(TSAN 4race→0)/spec_collector realloc 
1668,b05288b8,2026-09-08,付家泽,S,2,49,38,,refactor(governance): COMMIT_LEDGER 检查去递归化——覆盖事实=git log，ledger 降级任务映射登记（三不变量：存在性/schema/防改史，负例自证5/5）；修正8条历史错位
1669,4e91ca2e,2026-09-08,付家泽,S,2,53,54,V8-CI-010,fix(governance): 台账数据质量 repair——9ae1f1d4 去重/V8-CI-010 坏SHA修正(closed_commit 互证统一)/ledger date 全量对齐 committer da
1670,0ef34a5e,2026-09-08,付家泽,S,5,37,6,,fix(ci): per-check dirty 豁免显式登记——CLI cancel 合同 write_run_manifest(输出/仓库根)、资源监控三件套、benchmark MEASUREMENTS.csv 改
1671,d3eb86fd,2026-09-08,付家泽,S,2,106,9,CLI-002;CLI-007;MON-002,fix(cli): MON-002 事件接线收尾+phase 路径产物修复——emit_resource_summary/emit_backend_event 接入三 phase run 路径(CLI-002 漏接); 
1672,a6c39cc1,2026-09-08,付家泽,S,1,7,1,CLI-002,"fix(cli): 未知命令判定提前——非 dash token 拼接终结(EOF/dash)仍不命中规则表即报 unknown command, 不再落 flag 循环被 unknown flag 抢先(CLI-002"
1673,88328f9b,2026-09-08,付家泽,S,2,4,2,CLI-002,"fix(tests): phase123/phase2 套件 fixture 编译补 -Ilib/common/healpix(include 缺失致 setUpClass ERROR 全套全空转, 掩盖 CLI-002"
1674,4b3fa3dc,2026-09-08,付家泽,S,1,2,2,P3-001,"test(cli): phase3 test_03 对齐 P3-001 冻结科学——|dec|<5° 显式拒(bcc6cb7b)已被 9e8ba103 冻结为 abs(dec)<=85° 单条件, 测试断言仍用旧 sci"
1675,14a84cc5,2026-09-08,付家泽,S,1,2,1,,fix(tests): monitor_events fixture 编译补 -Ilib/common/healpix(R5/R6/R7 setUpClass ERROR 同根因)
1676,84c6715a,2026-09-08,付家泽,M,13,976,34,INT-001,"docs(P2-INT-DOC): integration 模块合同冻结——ALG-P2-INT-001/DATA-P2-INT/API-P2-INT-001/trace（控制包 14/140, wave W1；矩阵13"
1677,813f3004,2026-09-08,付家泽,S,3,10,9,,"chore(state): P2-INT-DOC 台账 CLOSED 同步（fg_verified_commit, commit 84c6715a）"
1678,be23e65d,2026-09-08,付家泽,M,5,361,59,,fix(p1-batchH): star_measurements 坐标契约 0.5px 系统错位——dpsf/sdet 双分支统一经 astro_coord_to_unified 单一桥（DATA_SEMANTICS 
1679,b80404eb,2026-09-08,付家泽,M,11,85,17,COV-001;DRZ-001;REJ-001,fix(ci): R9 双平台收敛——R8 全量失败根因处置（5 CON/DATA + gsl + p1004 fixture + inventory 漂移）
1680,b95f147a,2026-09-08,付家泽,S,1,3,1,,fix(ci): R10 CON-DOC-SYMBOLS Windows 平台差——known_files 后缀匹配统一正斜杠
1681,dd89e530,2026-09-08,付家泽,M,11,675,33,,fix(p1-batchG): cli P1×2+bench verdict——std::system 拼接族×2 改跨平台进程API(argv零shell解析+timeout消毒+exit检查)/benchmark 顶
1682,5c43dc04,2026-09-08,付家泽,S,3,50,5,BLD-003,fix(ci): R10 Windows 收敛——ctest exit8 根因(p1_session_manifest POSIX-only fixture)与 WIN-PACKAGE exit5 根因(Linux 骨架
1683,fa60113b,2026-09-08,付家泽,S,4,4,4,,fix(ci): R11 Windows build exit1 根因——cli/process.h 重命名 astrocs_process.h(消 MSVC <thread> 的 <process.h> 遮蔽)
1684,6f668c87,2026-09-08,付家泽,M,13,1665,33,REJ-001,"docs(P2-REJ-DOC): rejection 模块合同冻结——ALG-P2-REJ-001/DATA-P2-REJ(§22)/API-P2-REJ-001/trace（控制包 15/140, wave W1；四"
1685,bd33a8a5,2026-09-08,付家泽,S,3,10,9,,"chore(state): P2-REJ-DOC 台账 CLOSED 同步（fg_verified_commit, commit 6f668c87）"
1686,4b6eb26d,2026-09-08,付家泽,S,1,6,1,,fix(ci): R12 Windows WIN-TEST-UNIT 残余——fixture 路径 generic_string 化(消 TEMP 反斜杠进 config JSON 的非法转义)
1687,dc391772,2026-09-08,付家泽,S,2,8,2,,fix(ci): R13 DOC-INDEX+UT-VERSION 双红根因——PHASE2_REJECTION 索引登记 + harness 跨行豁免
1688,1415df04,2026-09-08,付家泽,L,12,3938,2414,,fix(p1-batchI): AIO 加固二——cfitsio calloc NULL/FP64 写硬失败(禁静默降精度)/hips reader tile_width==512 读侧硬校验/异常屏障 27→114 t
1689,ce93f9ac,2026-09-08,付家泽,M,5,438,125,,fix(p1-batchJ): healpix neighbors corner 分支官方表驱动重写+query_disc NEST 四叉树直译——R5-B 疑点终判闭环（bug 狩猎 R9-B，oracle 1020 
1690,1efef060,2026-09-08,付家泽,M,7,212,42,,"fix(p1-batchK): ACR CUDA 桥 P1×3+回归恢复——photometry_apply photscal<=0 拒绝恢复(37ed737d 经 merge 93ce026c 意外丢失,考古链完整)/"
1691,659b5513,2026-09-08,付家泽,M,6,457,12,,"fix(p2-batchL): phase3 完整性锚修复——fsync 时序对齐 IO_003(flush→close→fsync→rename, LD_PRELOAD 事件序断言)+sha256 静默失败改整体输出失"
1692,e654d4c2,2026-09-08,付家泽,M,11,1423,107,SMP-001,"docs(P2-SAMP-DOC): sampling 模块合同冻结——ALG-P2-SMP-001(108锚实测)/DATA-P2-SMP(§23)/API-P2-SMP-001/三件套（控制包 16/140, wav"
1693,dc1ed210,2026-09-08,付家泽,S,3,10,9,,"chore(state): P2-SAMP-DOC 台账 CLOSED 同步（fg_verified_commit, commit e654d4c2）"
1694,9f85b422,2026-09-08,付家泽,S,1,1,0,,fix(ci): R15 Windows build C2039——healpix_core.h 增补 <string> include(MSVC 不经 <stdexcept> 传递引入 to_string)
1695,804462a8,2026-09-08,付家泽,S,4,45,6,,fix(ci): R16 Windows 残余——4 个 unit 测试临时目录 POSIX-only 兜底(p3_output/p3_assembly 实败) + p3_assembly fixture filesys
1696,56b69072,2026-09-08,付家泽,S,2,24,8,,fix(ci): R17 Windows 残余——p3_output/p3_assembly 测试目录 generic_string 化(TEMP 反斜杠被 path_is_safe 拒)
1697,09a69fc4,2026-09-08,付家泽,S,1,7,0,,fix(ci): R18 Windows p3 输出 EBADF——fsync 前只读 open 在 MSVC _commit(FlushFileBuffers) 下必败
1698,722b5737,2026-09-08,付家泽,M,12,1109,3,DISP-001,docs(P2-SESSION-DOC): 装配层合同冻结——ALG-P2-SESSION-001/DATA-P2-SESSION(§24)/API-P2-SESSION-001/三件套/trace 30行（控制包 17
1699,01842b32,2026-09-08,付家泽,S,3,10,9,,"chore(state): P2-SESSION-DOC 台账 CLOSED 同步（fg_verified_commit, commit 722b5737）"
1700,69ec459f,2026-09-08,付家泽,S,2,9,4,,fix(ci): R19 Linux 残余 3 项——SAMP-DOC 索引同步/执行台账 regen/oracle fixture version_generated.h
1701,6c5f5fc9,2026-09-08,付家泽,M,16,585,147,,fix(p2-batchO): tools 质量面 R13——strip族原子写(SIGKILL验证SHA256不变)/zip-slip预验证(20恶意zip拒绝)/serial_heavy UnboundLocal/检
1702,21ce603a,2026-09-08,付家泽,S,2,23,0,,ops(ci): fatduck-admin 运维通道——workflow_dispatch 传参在 FATDUCK 跑节点级运维（DefaultShell 切 bash 后 ssh exec 被注入/c 死锁的带外恢复
1703,1f002575,2026-09-08,付家泽,S,1,1,1,,ops(ci): fatduck-admin step 改 shell:cmd——runner 服务账户 PATH 无用户级 pwsh（自托管首曝）
1704,f506ef7f,2026-09-08,付家泽,M,15,1896,68,IMPL-001;UPM-001,docs(P2-UPM-DOC): UPM 域冻结合同——ALG-UPM-001 原位修订(std::thread实测锚)+ALG-P2-UPM-IMPL-001 实现级合同+DATA-P2-UPM/§25+DATA-P
1705,69582af7,2026-09-08,付家泽,S,1,7,7,,"chore(state): P2-UPM-DOC 台账 CLOSED 同步（fg_machine_verified, commit f506ef7f）"
1706,7178f595,2026-09-08,付家泽,S,1,1,1,,"chore(state): P2-UPM-DOC 状态对账 CSV 同步（CLOSED, f506ef7f）"
1707,40bb55d0,2026-09-08,付家泽,S,1,1,1,,chore(state): P2-UPM-DOC CSV 列序修正（review_claim/current_evidence/final_status 对齐表头）
1708,322d1221,2026-09-08,付家泽,S,4,93,42,SNR-008,"fix(p1-batchN-snr): SNR 公式割裂——以 docs/science/PSF.md 冻结原文裁决:实现公式 (A-B)/row[7] 与第8列语义一致,唯一错位=变量误名 mad(实为 trimmed"
1709,9898bf0f,2026-09-08,付家泽,S,2,189,1,,fix(p1-batchN-sdet): sdet_api.cpp:1838 饱和分支 x+=xr 污染外层扫描游标删除(偏移已由局部 xx/yy 消费→锚点同行区间漏检/检出集合漂移);新增饱和游标双场景实证测试(基线
1710,09ee5363,2026-09-08,付家泽,S,2,236,4,,"fix(p1-batchN-drizzle): 按冻结承诺 DRIZZLE.md:96 删 4 处 isfinite→continue 静默掩膜(NaN/Inf 经 F_p 直接传播,非有限值由下游 INVALID_IN"
1711,ff438198,2026-09-08,付家泽,S,2,221,8,,fix(p1-batchN-backend): baseline_kernels_impl.inc run_banded 异常屏障化对齐 f1cb487c 家族——thread body/串行/预算耗尽三路径 try/c
1712,f7fa3160,2026-09-08,付家泽,S,6,195,13,CLI-002,"fix(p1-batchN-cli): phase2 run manifest artifacts 恒空——""res"" 为 CLI-002 拆分前旧 node id 恒不匹配实际 IR 7 节点链,对齐 phase3 先"
1713,d0cf2d79,2026-09-08,付家泽,S,5,74,11,,"docs(batchD1): 独立ALG文档修正5条——STAR_PSF列序双表拆分(布局A oracle科学序/布局B生产编排序,消歧全列错位风险)+DISP-DRZ-005反转登记(spherical_overlap"
1714,3d876fa3,2026-09-08,付家泽,M,13,1341,63,FITS-001;IMPL-001,docs(P3-FITS-DOC): FITS 写出域冻结合同——ALG-P3-FITS-IMPL-001(17节)+DATA-P3-FITS/§27+API-P3-FITS-001+INDEX+6双向回写+三件套 li
1715,2c998e9a,2026-09-08,付家泽,S,2,8,8,,"chore(state): P3-FITS-DOC 台账 CLOSED 同步（fg_machine_verified, commit 3d876fa3）"
1716,90680db9,2026-09-08,付家泽,S,3,129,7,,fix(batchQ-1): io_adapter ArtifactTransaction 假成功——write_failed_标志(写失败/重开失败两路)+commit 流式重读 tmp 复算 FNV-1a-64 与长
1717,aaf0ba72,2026-09-08,付家泽,S,2,116,14,,"fix(batchQ-2): scheduler 忙等自旋+队头阻塞——ready 改 deque 锁内扫描取首个内存可容节点+bp_cv 谓词挂起(零 CPU,三唤醒点)+active==0 放行队首防死锁;HoL 回"
1718,2fd3d903,2026-09-08,付家泽,S,2,84,1,,fix(batchQ-3): executor observed_provider_ 数据竞争——worker 观测段快照移入 obs_mu_ 锁内消跨线程 UB;TSAN rc=0 告警 0(最小 driver 实证同
1719,47ac0d40,2026-09-08,付家泽,S,5,155,9,,"fix(batchQ-4): cli WideCharToMultiByte 越界写 1 字节(main.cpp/commands.cpp 两调用点 alloc n→cb n→resize n-1 统一,cli_comm"
1720,06876650,2026-09-08,付家泽,S,2,99,8,,fix(batchQ-5): gaia byte_unshuffle malloc 失败静默吞掉(未逆置换字节被当合法科学数据)——返回码化 0/-1+两调用点传播 NULL+SIZE_MAX OOM 注入用例(绕 in
1721,da931368,2026-09-08,付家泽,S,5,159,14,,fix(batchQ-7): master_generator 负中位数→0.1 常数假主帧——内部返回码化(0/AC_ERR_PARAM) step1/step3 拒绝+两 wrapper 如实映射(f64 拒绝不回拷
1722,de15efc9,2026-09-08,付家泽,M,13,1102,64,IMPL-001;P3-002;PROJ-001,"docs(P3-PROJ-DOC): 投影域冻结合同——ALG-P3-PROJ-IMPL-001(14节,G1/G2承接,公式零改动)+DATA-P3-WCS/§28+API-P3-PROJ-001+INDEX+4双向("
1723,7f3c0ad8,2026-09-08,付家泽,S,2,8,8,,"chore(state): P3-PROJ-DOC 台账 CLOSED 同步（fg_machine_verified, commit de15efc9）"
1724,78b33515,2026-09-08,付家泽,S,1,8,14,,"docs(agents): Fatduck SSH 段更新为 bash 语义 shim 实测形态（DefaultShell=C:\ProgramData\ssh_bash_shim.cmd 直转,ssh exec 直接写"
1725,cde54990,2026-09-08,付家泽,M,11,206,61,SYN-001,fix(batchP): CI 残余 12 项收敛——reproj oracle BUNIT 判据 ADU+test_09 dec=88 必拒重写+p2003 拒绝合法persist续测+p2003 t02 生产口径 c
1726,d74c1a90,2026-09-09,付家泽,M,14,1236,60,IMPL-001;RSMP-001,"docs(P3-RSMP-DOC): 重采样域冻结合同——ALG-P3-RSMP-IMPL-001(14节,G3/G4承接)+DATA-P3-RES/§29+API-P3-RSMP-001+INDEX+5双向+三件套 l"
1727,ec7dd747,2026-09-09,付家泽,S,2,7,7,,"chore(state): P3-RSMP-DOC 台账 CLOSED 同步（fg_machine_verified, commit d74c1a90）"
1728,5d4ab05d,2026-09-09,付家泽,M,10,1877,1,CPU-003;CPU-006,"feat(benchmark): CPU-006 提供可审计硬件基准——bench_report 聚合审计层(astrocs.benchmark-report/v1,suite quick|release):测量链唯一复"
1729,69a4cab7,2026-09-09,付家泽,S,1,1,0,CPU-006,chore(evidence): CPU-006 COMMITS.csv 回填（commit ec7dd747）
1730,7719a09c,2026-09-09,付家泽,S,1,6,6,CPU-006,"chore(state): CPU-006 台账 CLOSED 同步（fg_machine_verified, commit 5d4ab05d）"
1731,692a4216,2026-09-09,付家泽,M,7,686,23,CLI-004,feat(cli): CLI-004 冻结 GUI 进程协议 v1——protocol.h ValidateEventV1 发送端硬网关(10必填字段/sequence单调/kind冻结5类/final.exit_cod
1732,a78cec5e,2026-09-09,付家泽,S,2,7,7,CLI-004,"chore(state): CLI-004 台账 CLOSED 同步（fg_machine_verified, commit 692a4216）"
1733,78ab3562,2026-09-09,付家泽,S,1,1,1,CLI-004,chore(state): CLI-004 status 字段补 CLOSED（前次同步遗漏）
1734,cc6d4175,2026-09-09,付家泽,M,10,1478,0,,test(P1-CAL-TEST): calibration 可复用验证面——p1cal 9文件(fixtures FIX-CAL-A..E splitmix64+Box-Muller/独立oracle double域精
1735,07e50ff8,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-CAL-TEST 台账 CLOSED 同步（fg_machine_verified, commit cc6d4175）"
1736,410165f1,2026-09-09,付家泽,M,7,1121,1,CPU-007,feat(benchmark): CPU-007 管理硬件配置生命周期——profile_store 生命周期层(默认路径 WIN %LOCALAPPDATA%/LINUX XDG data)+原子更新(tmp→fsyn
1737,5d9dc556,2026-09-09,付家泽,M,3,223,189,CPU-007,chore(evidence): CPU-007 TASK_RESULT 回填+COMMITS.csv 追加+台账 CLOSED（commit 410165f1）
1738,a030a3e7,2026-09-09,付家泽,M,5,1948,0,,"test(CAT-GAIA-TEST): gaia 目录可复用验证面——gaia_cat_test 七模式(#include 源+GAIA_ALLOC_TEST 地址簿泄漏检测钩子,wild free与残留分立,N5每迭"
1739,dd0678eb,2026-09-09,付家泽,S,1,7,7,,"chore(state): CAT-GAIA-TEST 台账 CLOSED 同步（fg_machine_verified, commit a030a3e7）"
1740,3e7e5a61,2026-09-09,付家泽,S,1,1,1,,"chore(state): CAT-GAIA-TEST CSV 行同步（CLOSED, a030a3e7）"
1741,47e00f8e,2026-09-09,付家泽,M,9,1558,0,COS-002,test(P1-COS-TEST): cosmetic 可复用验证面——p1cos 8文件1555行(fixtures FIX-COS-A..F splitmix64固定seed解析锚点+seed派生/bitwise与r
1742,8aca39b6,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-COS-TEST 台账 CLOSED 同步（fg_machine_verified, commit 47e00f8e）"
1743,aceca50c,2026-09-09,付家泽,M,7,1025,1,CPU-008,feat(scheduler): CPU-008 自适应线程建议——worker_advisor 资源建议层(derive_limits_v1 hw画像+用户上限→硬上限 min(affinity∩cgroup/job∩
1744,f9930eb0,2026-09-09,付家泽,S,3,12,11,CPU-008,chore(evidence): CPU-008 TASK_RESULT 回填+COMMITS.csv 追加+台账 CLOSED（commit 8aca39b6）
1745,1a590f63,2026-09-09,付家泽,M,7,475,8,MON-001,feat(monitor): MON-001 reverify-2 资源监测接入每个 heavy node + utilization gate 收口——monitoring_effective(monitor_pres
1746,af9c5c85,2026-09-09,付家泽,S,2,6,5,MON-001,chore(evidence): MON-001 COMMITS.csv 回填+台账 CLOSED（commit f9930eb0）
1747,b51903f1,2026-09-09,付家泽,S,4,179,28,,"fix(batchR): malloc/calloc/realloc/strdup 静默失败全局审计——173处grep逐条人工核对,活体静默失败13+传播链断裂4=17处全修:sdet_api/sdet_detecto"
1748,babe752d,2026-09-09,付家泽,L,9,2152,37,ABI-006,feat(CAT-GAIA-IMPL): gaia 目录迁移独立模块——C ABI v1 适配器 module_entry.c(describe/validate_config/plan真实work_units/crea
1749,0d98246c,2026-09-09,付家泽,S,2,7,7,,"chore(state): CAT-GAIA-IMPL 台账 CLOSED 同步（fg_machine_verified, commit babe752d）"
1750,902d2e20,2026-09-09,付家泽,M,10,1831,0,,"test(P1-DRZ-TEST): drizzle 可复用验证面——p1drz 8文件(独立几何 TAN前向向量旋转+Van Oosterom-Strackee立体角+S-H重叠,生产 Eriksson 剖分不同源非被"
1751,c042f0c4,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-DRZ-TEST 台账 CLOSED 同步（fg_machine_verified, commit 902d2e20）"
1752,054af3a3,2026-09-09,付家泽,M,5,995,2,ABI-004;RT-006;RT-05,feat(CAT-GAIA-INT): gaia 模块集成 descriptor+typed ports+调用计数——integration/astrocs_catalog_gaia.integration.json(d
1753,94074a32,2026-09-09,付家泽,S,2,7,7,,"chore(state): CAT-GAIA-INT 台账 CLOSED 同步（fg_machine_verified, commit 054af3a3）"
1754,acceab68,2026-09-09,付家泽,M,8,1006,3,MON-002,"test(resource): MON-002 增加内存增长检测——memory_report.h 双探针(glibc mallinfo2+/proc smaps_rollup Private_C+D,不可用如实avai"
1755,a5e4da42,2026-09-09,付家泽,S,2,5,5,MON-002,chore(evidence): MON-002 COMMITS.csv 回填+台账 CLOSED（commit 94074a32）
1756,2c065ace,2026-09-09,付家泽,L,9,2118,1,DRZ-001,feat(P1-DRZ-IMPL): drizzle 迁移独立模块——lib/drizzle 九操作 C ABI v1 adapter(module_entry.cpp vtable+PipelineFrame组装→ho
1757,4f150bfc,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-DRZ-IMPL 台账 CLOSED 同步（fg_machine_verified, commit 2c065ace）"
1758,adf820ac,2026-09-09,付家泽,L,11,2562,8,CAL-004,feat(P1-CAL-IMPL): calibration 迁移独立模块——astrocs_p1_calibration SHARED(PIC/C++17/OpenMP) legacy 4TU+module_entry
1759,0fa802dc,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-CAL-IMPL 台账 CLOSED 同步（fg_machine_verified, commit adf820ac）"
1760,58d20223,2026-09-09,付家泽,M,5,1182,0,RT-006;RT-05,feat(P1-CAL-INT): calibration 模块集成 descriptor+typed ports+调用计数——integration/astrocs_p1_calibration.integration
1761,fd9adf19,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-CAL-INT 台账 CLOSED 同步（fg_machine_verified, commit 58d20223）"
1762,948dfcba,2026-09-09,付家泽,L,11,2345,15,,feat(P1-COS-IMPL): cosmetic 迁移独立模块——astrocs_p1_cosmetic SHARED(module_entry.cpp C ABI v1 九操作:纯标量迷你JSON+inline 
1763,d01f919f,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-COS-IMPL 台账 CLOSED 同步（fg_machine_verified, commit 948dfcba）"
1764,5e7d7f46,2026-09-09,付家泽,M,5,1268,0,RT-006;RT-05,feat(P1-COS-INT): cosmetic 模块集成 descriptor+typed ports+调用计数——integration/astrocs_p1_cosmetic.integration.json(
1765,dc2f5f3e,2026-09-09,付家泽,S,2,8,8,,"chore(state): P1-COS-INT 台账 CLOSED 同步（fg_machine_verified, commit 5e7d7f46）"
1766,c19b4a59,2026-09-09,付家泽,L,12,2324,0,,test(P1-HIPS-TEST): HIPS 可复用验证面——p1hips 9文件(固定seed F1/F3/F5/F6 f64f32双精度/独立oracle FITS读回+MOC UNIQ独立3·2^k式+SNR 
1767,f83dd8f0,2026-09-09,付家泽,S,2,7,7,,"chore(state): P1-HIPS-TEST 台账 CLOSED 同步（fg_machine_verified, commit c19b4a59）"
1768,858efc98,2026-09-09,付家泽,S,1,2,0,,chore(memory): 控制包执行模式指针+会话交接指针（HANDOFF_CONTROL_PACK_20260909.md）
1769,e54cd740,2026-09-09,付家泽,M,9,1859,0,,test(P1-NOISE-TEST): noise 模型可复用验证面——p1noise 8文件(固定seed fixture splitmix64+Box-Muller f64f32/独立oracle median·M
1770,1959dc89,2026-09-09,付家泽,L,12,2511,10,,feat(P1-HIPS-IMPL): hips_writer 迁移独立模块——astrocs_p1_hips_writer SHARED(生产闭包2TU+cfitsio源PIC零改动重编译+九操作C ABI v1 ad
1771,2763386e,2026-09-09,付家泽,M,9,1803,0,,test(P1-PSF-TEST): dynamic_psf 可复用验证面——p1psf 8文件1787行(固定seed FIX-PSF-A..E splitmix64+Box-Muller f64f32u16同源/独立
1772,ab2f6ade,2026-09-09,付家泽,M,11,1726,0,,test(P1-SESSION-TEST): phase1_session 可复用验证面——p1sess 9文件(固定seed FIX-SESS-A..F splitmix64/独立oracle 手写大端FITS解码不经
1773,8e5dfab6,2026-09-09,付家泽,M,10,1695,0,,test(P1-STAR-TEST): star_detector 可复用验证面——p1star 9文件1683行(固定seed FIX-STAR-A..G mt19937_64+splitmix/独立oracle er
1774,5e45e65e,2026-09-09,付家泽,S,3,41,36,,chore(state): P1-HIPS-IMPL/P1-NOISE-TEST/P1-PSF-TEST/P1-SESSION-TEST/P1-STAR-TEST 台账 CLOSED 同步（fg_machine_veri
1775,19ef3722,2026-09-09,付家泽,S,2,38,4,,chore(repo): 根目录整洁基线——约170散落项归位(100+ astrocs_run_*.json→run/cli_runs/、11控制包zip+审核证据请求+包规范.md→工程控制/_control_pac
1776,ae147df3,2026-09-09,付家泽,L,15,3225,0,,test(P1-PHOT-TEST): photometric_calib 可复用验证面——p1phot 14文件(固定seed FIX-PHOT-A..F SplitMix64/独立oracle IRLS-Tukey·
1777,d342b3fa,2026-09-09,付家泽,S,3,9,8,,"chore(state): P1-PHOT-TEST 台账 CLOSED 同步（fg_machine_verified, commit ae147df3）"
1778,2e018dd0,2026-09-09,付家泽,S,1,3,3,,"chore(state): TASK_STATE counts 重算同步（CLOSED 81→104/NOT_STARTED 108→85, total 191, updated_utc 刷新）——修复 counts 字"
1779,30296a9f,2026-09-09,付家泽,L,12,2172,14,,"test(P1-WCS-TEST): plate_solve 可复用验证面——p1wcs 11文件(6独立推导器 gnomonic闭式·Cramer·inv(M)q·TAN前向·固定点逆·AP-BP语义逆,期望值全不经被"
1780,9690c1da,2026-09-09,付家泽,S,3,12,11,,"chore(state): P1-WCS-TEST 台账 CLOSED 同步（fg_machine_verified, commit 30296a9f）+counts 重算"
1781,64c1e988,2026-09-09,付家泽,M,10,110,9,,"fix(P1-HIPS-TEST): tree_digest FITS CHECKSUM/DATASUM 时间戳归一化——fnv_file 对 .fits/.fts 头区(开头到END卡80对齐逐卡上限360)扫描,CH"
1782,009ee419,2026-09-09,付家泽,M,19,671,47,,chore(repo): 根目录归纳第二批——①launch/(2文件)→packaging/launch/ ②graph/孤儿图产物→artifacts/graph/ ③schemas/(7个合同schema)→con
1783,32a252f8,2026-09-09,付家泽,S,1,1,0,,chore(memory): 旧控制包作废归档登记（disarm 于 42/140）+ 根目录归纳两批锚点 + 新工程包交接锚 + DISP 候选清单
1784,4d3feaf4,2026-09-09,付家泽,M,11,431,3,,chore(工程控制): 收录 cprun-v4 控制包模板（owner 指定审核包随附件——control-pack.json 示例/TEMPLATE.control-pack.jsonc 全字段注释版/tasks 模
1785,789c5b6c,2026-09-09,付家泽,L,369,4,2961,ADOPT-002,"chore(repo): BASS DR3 用户数据区全目录 gitignore 收紧（原跟踪索引 coords.csv.gz 11.8M/index.csv.gz/dates 等二进制产物出库,原地保留禁改删不变）+ "
1786,d8c821db,2026-09-10,付家泽,M,4,713,15,GOV-001,"feat(GOV-001): 宪章冻结——ASTROCS_PROJECT_CONSTITUTION.md DRAFT_FOR_OWNER_REVIEW→FROZEN, §18 落定四项负责人裁决(①Phase3 首批投影"
1787,8e03d7da,2026-09-10,付家泽,L,61,179,17,GOV-002;SHA-256,chore(GOV-002): 旧控制包归档统一活动状态——V8.1 CI 控制包 tracked 镜像 56 文件原样 mv 入 engineering/control/archive/2026-09-09_super
1788,d1ac4dfc,2026-09-10,付家泽,S,1,2,2,GOV-002,fix(GOV-002-F1): reconcile_state V71_LEDGER 常量改指归档路径 engineering/control/archive/2026-09-09_superseded_V8.1_CI
1789,86af39d8,2026-09-10,付家泽,S,4,198,2,WCS-001;WCS-007,test(WCS-001): 独立WCS Oracle量纲修复收口——oracle-1..6 逐一量纲审查(oracle_gnomonic_inv 漏S归一·oracle_wcs_forward SIP前向px/度混淆已
1790,99713034,2026-09-10,付家泽,M,5,361,9,DATA-001;DESIGN-001;DRZ-014;UNC-001,"feat(DATA-001): 冻结 Phase2/Phase3 不确定度产品合同 DATA-UNC-001（目标态,实现不得先行）——§30 四节: ①Phase2 variance/ivar 产品 ivar_mosa"
1791,04556761,2026-09-10,付家泽,S,5,110,48,WCS-002,fix(WCS-002): SIP逆模型与空对边界整改——①ipv_wcs.cpp extract_wcs_sip 5.3段 AP/BP 网格反变换 7×7→41×41·拟合阶→布局上限5·各向归一化正规方程·AP[6]
1792,ef1ccfcc,2026-09-10,付家泽,M,6,364,181,PSF-001;PSF-007,fix(PSF-001): dpsf_fit_batch 批量 ABI 尺寸边界修复（DISP-PSF-007 整改）——新增 static dpsf_batch_dims_check(dpsf_psf.cpp:514-
1793,00b73fc1,2026-09-10,付家泽,M,8,1382,0,AIO-001;AIO-002;AIO-003;DATA-003;MOD-001;SHA-256,"feat(AIO-001): 建立唯一 AIO C ABI v1 与内容哈希复核——include/astrocs/io/aio_abi_v1.h 合同头(aio_status 17 码数值冻结,0..7==acs_st"
1794,36f2edfa,2026-09-10,付家泽,M,12,1526,26,AIO-001;AIO-002,feat(AIO-002): HiPS 原子发布与临时目录清理——publish.h 原子发布原语 v1 合同头(4 原语 stage_create/stage_discard/tree_fsync/promote;ai
1795,9e09941a,2026-09-10,付家泽,L,18,2172,105,AIO-001;P1-001;PSF-001,"feat(P1-001): Phase1 真实节点与 complete 门三域真实化——①star-psf: lib/star_detector sdet 检测→star_det v1 [N,6](mag=-2.5log"
1796,e9547c02,2026-09-10,付家泽,L,39,2220,0,AUD-001;DIGEST-001;P1-001;RT-001;UTIL-001;WCS-002;WCS-003,"feat(控制包): 负责人三裁决落地——新增 WCS-003(AP/BP布局扩展+消费方迭代反演恢复冻结1e-4px,裁决1选B,拒绝缩fixture与改门,G-SCI 加挂 WCS-003 依赖达门前不开)+BASE"
1797,85a5fc60,2026-09-10,付家泽,L,10,1240,923,CI-002;M42;REAL-000;REAL-001;VIS-001;WIN-001,chore(gov): 控制包 rev3 入库（负责人真实数据验收指令落地 04_OWNER_DECISIONS_20260910）——新增 REAL-000(真实数据审计+testdata/index.json v1.
1798,439f9f20,2026-09-10,付家泽,L,4,2481,11,AIO-001;AIO-002;DATA-001;ID-001;P0-001;P1-001;P2-001;UNC-001,feat(P2-001): Phase2 真实算法节点——7 节点唯一真实 operation 委托(ARCH-P0-001 Phase2 侧整改: 原工厂委托 P2Api session adapter=每子节点调用完
