来源成稿,对象,提及行数,波次
AUD-101-DB-19.md,实验/shared/synthetic/scenes/,1,W1
AUD-101-DB-19.md,artifacts/evidence/experiments/stackn32/CHANGES.md,1,W3
AUD-101-DB-19.md,实验/shared/data/synthetic/before_stackn32/,1,W1
AUD-101-DB-19.md,lib/LeastSquareFit.js,1,W3
AUD-101-DB-19.md,实验/shared/references/,1,W1
AUD-101-DB-19.md,docs/references/REVERSE_VERIFY_BIBLIOGRAPHY.md,1,W3
AUD-101-DB-19.md,docs/standards/CITATION_RULES.md,1,W3
AUD-101-DB-19.md,实验/photometric-magnitude/code/step6_apply_and_units.py,1,W1
AUD-101-DB-19.md,实验/photometric-magnitude/code/reverse_verify/p1_spatial_gain/data/synth_results.json,1,W1
AUD-101-DB-19.md,实验/photometric-magnitude/code/reverse_verify/p1_spatial_gain/,1,W1
AUD-101-DB-19.md,实验/additive-sky-seamless/code/reverse_verify/m16_sampling/run_reconstruct.py,1,W1
AUD-101-DB-19.md,实验/additive-sky-seamless/code/reverse_verify/m16_sampling/,1,W1
AUD-101-DB-19.md,"实验/{photometric-magnitude,absolute-snr,additive-sky-seamless}/REPORT_paper.md",1,W1
AUD-101-DB-19.md,artifacts/prerelease_v5/,1,W3
AUD-101-DB-19.md,artifacts/prerelease_v5,1,W3
AUD-101-DB-19.md,eng/contracts/block_flow/conformance_deviations.json,1,W0
AUD-101-DB-19.md,"工程控制/RELEASE-05/{ACCEPTANCE.md,OPEN_QUESTIONS.md,SUMMARY.md}",1,W3
AUD-101-DB-19.md,docs/owner/DECISIONS.md,1,W3
AUD-101-DB-19.md,artifacts/evidence/release-05/GATE-501_VERIFICATION.md,1,W3
AUD-101-DB-19.md,工程控制/RELEASE-04,1,W3
AUD-101-DB-19.md,eng/ci/checks.json…,1,W0
AUD-101-DB-19.md,docs/owner/PROJECT_SPEC.md」重叠（同一份清单两种写法,1,W3
AUD-101-DB-19.md,testdata/HST_M16,1,W3
AUD-101-DB-19.md,eng/tools/check_ast_api.py,1,W0
AUD-101-DB-19.md,"lib/algorithms/photometry/cpp/src/{frame_photometry_fit.h,star_matcher.cpp}",1,W1
AUD-101-DB-19.md,"lib/infrastructure/scheduler/src/{module_adapters.cpp,snr_science.cpp}",1,W2
AUD-101-DB-19.md,实验/healpix-polar/docs/EXP-07-POLAR摘要.md,1,W1
AUD-101-DB-20.md,artifacts/evidence/release-05/AUDIT_PACKAGE.md,11,W3
AUD-101-DB-20.md,eng/tools/HANDOVER.md,7,W0
AUD-101-DB-20.md,docs/plugins/algorithms_phase2/11_upm.md,6,W1
AUD-101-DB-20.md,docs/contracts/SCHEDULER_CONTRACT.md,4,W1
AUD-101-DB-20.md,artifacts/evidence/release-05/,4,W3
AUD-101-DB-20.md,lib/algorithms/upm/,4,W1
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/,3,W3
AUD-101-DB-20.md,docs/contracts/PERF_GATE_CONTRACT.md,3,W1
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/DOC-502.md,3,W3
AUD-101-DB-20.md,实验/additive-sky-seamless/REVIEW.md,3,W1
AUD-101-DB-20.md,eng/ci/l2_frozen_gate.py,3,W0
AUD-101-DB-20.md,eng/tests/unit/p1001_real_nodes_test.cpp,2,W0
AUD-101-DB-20.md,docs/contracts/DUAL_LINE_CONTRACT.md,2,W1
AUD-101-DB-20.md,docs/api/CLI_PROTOCOL_V1.md,2,W3
AUD-101-DB-20.md,实验/absolute-snr/results/DOC_CORRECTIONS.md,2,W1
AUD-101-DB-20.md,artifacts/evidence/release-05/GATE-501_VERIFICATION.md,2,W3
AUD-101-DB-20.md,lib/algorithms/noise_snr/tests/p1noise/p1snr_science_test.cpp,2,W1
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/E2E-501.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/GATE-501.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/GATE-502.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/PERF-501.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/REPORT-501.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-501.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-502.md,2,W3
AUD-101-DB-20.md,实验/additive-sky-seamless/results/{c1..c7},2,W1
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-503.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-504.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-505.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/SCI-506.md,2,W3
AUD-101-DB-20.md,工程控制/RELEASE-05/tasks/VIS-501.md,2,W3
AUD-101-DB-20.md,docs/architecture/PERFORMANCE_MODEL.md,1,W2
AUD-101-DB-20.md,docs/architecture/,1,W2
AUD-101-DB-20.md,docs/architecture/THREADING_MODEL.md,1,W2
AUD-101-DB-20.md,artifacts/evidence/prerelease-v5/,1,W3
AUD-101-DB-20.md,testdata/README.md,1,W3
AUD-101-DB-20.md,实验/photometric-magnitude/README.md,1,W1
AUD-101-DB-20.md,实验/photometric-magnitude/REPORT_paper.md,1,W1
AUD-101-DB-20.md,工程控制/RELEASE-05/SUMMARY.md,1,W3
AUD-101-DB-20.md,docs/algorithms/07_noise_snr.md,1,W1
AUD-101-DB-20.md,artifacts/prerelease_v5,1,W3
AUD-101-DB-20.md,"artifacts/evidence/release-05/{AUDIT_PACKAGE.md,GATE-501_VERIFICATION.md,FAILCLOSED_SURVEY.md,D-14_STALE_PATH_CLEANUP.md,G2-9_CI_INCREMENTAL_STATUS.md}",1,W3
AUD-101-DB-20.md,docs/api/,1,W3
AUD-101-DB-20.md,实验/absolute-snr/results/REVIEW.md（D1,1,W1
AUD-101-DB-20.md,lib/algorithms/noise_snr/tests/p1noise/CMakeLists.txt,1,W1
AUD-101-DB-20.md,eng/tests/unit/v6_p2_sky_kappa/CMakeLists.txt,1,W0
AUD-101-DB-20.md,"实验/photometric-magnitude/{README.md,results/",1,W1
AUD-101-DB-20.md,实验/photometric-magnitude/results/step7_negatives.json,1,W1
AUD-101-DB-20.md,"实验/absolute-snr/{README.md,results/",1,W1
AUD-101-DB-20.md,"实验/additive-sky-seamless/{README.md,results/",1,W1
AUD-101-DB-20.md,testdata//,1,W3
AUD-101-DB-20.md,"testdata/M42_T2T3_mosaic_Flying_dutchman/{T2,T3}",1,W3
AUD-101-DB-20.md,eng/tools/e2e/make_e2e_configs.py,1,W0
AUD-101-DB-20.md,docs/archive/,1,W3
AUD-101-DB-20.md,testdata/M42_T2T3_mosaic_Flying_dutchman,1,W3
AUD-101-DB01.md,docs/api/,14,W3
AUD-101-DB01.md,docs/science/PHASE3_HIPS_TO_FITS.md,5,W1
AUD-101-DB01.md,docs/api/MANIFEST_VERIFY_V1.md,5,W3
AUD-101-DB01.md,lib/infrastructure/aio/,5,W2
AUD-101-DB01.md,lib/infrastructure/aio/io/,5,W2
AUD-101-DB01.md,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md,4,W2
AUD-101-DB01.md,docs/plugins/algorithms_phase1/01_calibration.md,4,W1
AUD-101-DB01.md,docs/VERSIONING.md,4,W3
AUD-101-DB01.md,docs/api/CLI_PROTOCOL_V1.md,4,W3
AUD-101-DB01.md,docs/api/PHASE1_API_V1.md,4,W3
AUD-101-DB01.md,docs/api/PHASE3_API_V1.md,4,W3
AUD-101-DB01.md,docs/interfaces/data/DATA-003_PRODUCTION_ARTIFACT_STORE.md,4,W2
AUD-101-DB01.md,docs/algorithms/PHASE3_PROJ_IMPL.md,3,W1
AUD-101-DB01.md,docs/plugins/infrastructure/17_aio.md,3,W1
AUD-101-DB01.md,docs/plugins/infrastructure/23_hips_browser.md,3,W1
AUD-101-DB01.md,eng/tools/quality/check_module_map.py,3,W0
AUD-101-DB01.md,docs/interfaces/data/DATA-004_PRODUCT_PROVENANCE.md,3,W2
AUD-101-DB01.md,lib/infrastructure/aio/include/aio_pipeline.h,3,W2
AUD-101-DB01.md,lib/algorithms/coverage/hips_p2/,3,W1
AUD-101-DB01.md,docs/modules/orchestrator.md,3,W2
AUD-101-DB01.md,lib/infrastructure/runtime/,3,W2
AUD-101-DB01.md,docs/algorithms/CALIBRATION_ALGORITHMS.md,2,W1
AUD-101-DB01.md,docs/modules/calibration.md,2,W2
AUD-101-DB01.md,docs/interfaces/,2,W2
AUD-101-DB01.md,docs/plugins/algorithms_phase1/04_psf.md,2,W1
AUD-101-DB01.md,docs/algorithms/HEALPIX_MAPPING.md,2,W1
AUD-101-DB01.md,docs/api/PHASE2_API_V1.md,2,W3
AUD-101-DB01.md,docs/algorithms/PHASE2_MOSAIC_WRITE.md,2,W1
AUD-101-DB01.md,docs/modules/registry/astrocs.phase2.write.md,2,W2
AUD-101-DB01.md,docs/algorithms/HIPS_WRITER.md,2,W1
AUD-101-DB01.md,docs/modules/hips_p2.md,2,W2
AUD-101-DB01.md,docs/interfaces/io/IO_001_FITS_STREAM_INTERFACE.md,2,W2
AUD-101-DB01.md,docs/architecture/ARCHITECTURE.md,2,W2
AUD-101-DB01.md,docs/plugins/infrastructure/22_gaia_xpsd_client.md,2,W1
AUD-101-DB01.md,docs/modules/gaia_xpsd_client.md,2,W2
AUD-101-DB01.md,docs/contracts/ARCH-001.md,2,W1
AUD-101-DB01.md,docs/architecture/observability/STRUCTURED_LOGGING_CONTRACT.md,2,W2
AUD-101-DB01.md,docs/modules/acr.md,2,W2
AUD-101-DB01.md,docs/modules/healpix_browser_qt.md,2,W2
AUD-101-DB01.md,eng/tools/check_api_docs.py,2,W0
AUD-101-DB01.md,docs/api/COMMON_ABI_V1.md,2,W3
AUD-101-DB01.md,lib/algorithms/coverage/include/astro/phase2/,2,W1
AUD-101-DB01.md,eng/contracts/data/artifact_manifest.schema.json,2,W0
AUD-101-DB01.md,lib/infrastructure/aio/runtime/artifact_store/production_store.py,2,W2
AUD-101-DB01.md,docs/interfaces/io/,2,W2
AUD-101-DB01.md,docs/modules/astro_image_io.md,2,W2
AUD-101-DB01.md,lib/phase1_session/p1_session.cpp,2,W3
AUD-101-DB01.md,lib/algorithms/calibration/,2,W1
AUD-101-DB01.md,docs/modules/common.md,2,W2
AUD-101-DB01.md,docs/modules/dynamic_psf.md,2,W2
AUD-101-DB01.md,lib/dynamic_psf,2,W3
AUD-101-DB01.md,docs/modules/registry/astrocs.phase1.star-psf.md,2,W2
AUD-101-DB01.md,docs/modules/healpix_drizzle.md,2,W2
AUD-101-DB01.md,"lib/infrastructure/scheduler/src/{pipeline,artifact,artifact_store}.cpp",2,W2
AUD-101-DB01.md,eng/ci/id_migration_map.json,2,W0
AUD-101-DB01.md,lib/infrastructure/pipeline/,1,W2
AUD-101-DB01.md,lib/algorithms/coverage/CMakeLists.txt,1,W1
AUD-101-DB01.md,工程控制/RELEASE-05/tasks/CLEAN-501.md,1,W3
AUD-101-DB01.md,lib/algorithms/drizzle/,1,W1
AUD-101-DB01.md,docs/contracts/TEST_MATRIX.md,1,W1
AUD-101-DB01.md,docs/standards/STANDARDS_REGISTRY.md,1,W3
AUD-101-DB01.md,docs/science/ASTROMETRY.md,1,W1
AUD-101-DB01.md,lib/infrastructure/cli/exit_codes.h,1,W2
AUD-101-DB01.md,docs/standards/NUMERIC_STANDARD.md,1,W3
AUD-101-DB01.md,lib/algorithms/coverage/,1,W1
AUD-101-DB01.md,docs/algorithms/STAR_PSF_ALGORITHMS.md,1,W1
AUD-101-DB01.md,eng/tools/docs_machine_consistency.py,1,W0
AUD-101-DB01.md,docs/architecture/IO_AND_ATOMICITY.md,1,W2
AUD-101-DB01.md,docs/plugins/algorithms_phase1/08_drizzle.md,1,W1
AUD-101-DB01.md,lib/algorithms/projection/,1,W1
AUD-101-DB01.md,docs/plugins/infrastructure/19_runtime.md,1,W1
AUD-101-DB01.md,docs/standards/C_ABI_STANDARD.md,1,W3
AUD-101-DB01.md,lib/infrastructure/cli/protocol.h,1,W2
AUD-101-DB01.md,docs/architecture/PHASE3_MODULE_ARCH.md,1,W2
AUD-101-DB01.md,docs/architecture/production_call_paths_stage1.csv,1,W2
AUD-101-DB01.md,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp,1,W2
AUD-101-DB01.md,lib/algorithms/psf/,1,W1
AUD-101-DB01.md,docs/api/CLI_PROTOCOL_V1,1,W3
AUD-101-DB01.md,"lib/infrastructure/cli/{protocol.h,jsonl.h,exit_codes.h,commands.cpp,command_tree.h,resource_recorder.h,resource_events.h,parser.cpp,session_commands.h}",1,W2
AUD-101-DB01.md,docs/interfaces/cli/CLI_PROTOCOL.md,1,W2
AUD-101-DB01.md,lib/include/astrocs/common_abi_v1.h,1,W2
AUD-101-DB01.md,docs/interfaces/COMMON_ABI.md,1,W2
AUD-101-DB01.md,docs/api/MANIFEST_VERIFY_V1,1,W3
AUD-101-DB01.md,eng/contracts/schemas/run_manifest.schema.json,1,W0
AUD-101-DB01.md,lib/infrastructure/cli/main.cpp,1,W2
AUD-101-DB01.md,docs/contracts/RUN_MANIFEST.md,1,W1
AUD-101-DB01.md,docs/api/PHASE1_API_V1,1,W3
AUD-101-DB01.md,lib/algorithms/noise_snr/healpix_drizzle）与,1,W1
AUD-101-DB01.md,docs/interfaces/PHASE1_SESSION_API.md,1,W2
AUD-101-DB01.md,docs/api/PHASE2_API_V1,1,W3
AUD-101-DB01.md,docs/interfaces/PHASE2_API.md,1,W2
AUD-101-DB01.md,docs/api/PHASE3_API_V1,1,W3
AUD-101-DB01.md,docs/interfaces/PHASE3_API.md,1,W2
AUD-101-DB01.md,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE,1,W2
AUD-101-DB01.md,eng/contracts/data/phase_product_exchange.schema.json,1,W0
AUD-101-DB01.md,docs/contracts/DATA-001,1,W1
AUD-101-DB01.md,lib/infrastructure/aio/runtime/,1,W2
AUD-101-DB01.md,docs/interfaces/data/,1,W2
AUD-101-DB01.md,eng/tests/…（验收测试）」与「下游,1,W0
AUD-101-DB01.md,eng/tests/artifact/test_provenance.py,1,W0
AUD-101-DB01.md,lib/infrastructure/aio/runtime/artifact_store/provenance.py,1,W2
AUD-101-DB01.md,lib/infrastructure/aio/io/include/astrocs/io/io_module_api_v1.h,1,W2
AUD-101-DB01.md,lib/infrastructure/aio/io/include/astrocs/io/hips_input_v1.h,1,W2
AUD-101-DB01.md,eng/tests/io/,1,W0
AUD-101-DB01.md,docs/modules/MODULE_MAP,1,W2
AUD-101-DB01.md,docs/modules/acr,1,W2
AUD-101-DB01.md,lib/infrastructure/acr/include/astro/compute/,1,W2
AUD-101-DB01.md,lib/infrastructure/acr/（api/backends/core/cost/diagnostics/profile/routing/scheduler/,1,W2
AUD-101-DB01.md,docs/research/ACR_ISOLATED_EXPERIMENT.md,1,W3
AUD-101-DB01.md,docs/modules/calibration,1,W2
AUD-101-DB01.md,lib/algorithms/calibration/tests/test_photometry_apply.cpp,1,W1
AUD-101-DB01.md,lib/algorithms/calibration/src/photometry_apply.cpp,1,W1
AUD-101-DB01.md,lib/algorithms/shared/,1,W1
AUD-101-DB01.md,docs/modules/common,1,W2
AUD-101-DB01.md,lib/algorithms/shared/{…,1,W1
AUD-101-DB01.md,lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json,1,W2
AUD-101-DB01.md,docs/modules/dynamic_psf,1,W2
AUD-101-DB01.md,lib/algorithms/psf/README.md（r1,1,W1
AUD-101-DB01.md,lib/algorithms/psf/README.md,1,W1
AUD-101-DB01.md,docs/modules/gaia_xpsd_client,1,W2
AUD-101-DB01.md,lib/infrastructure/gaia_xpsd_client/src/gaia_client.c/.h,1,W2
AUD-101-DB01.md,docs/modules/healpix_browser_qt,1,W2
AUD-101-DB01.md,工程控制/docs/,1,W3
AUD-101-DB01.md,工程控制/docs/16_BROWSER_VISUAL_ACCEPTANCE_SPEC.md,1,W3
AUD-101-DB01.md,lib/infrastructure/hips_browser/healpix_browser_qt/,1,W2
AUD-101-DB01.md,lib/healpix_db/healpix_drizzle,1,W3
AUD-101-DB01.md,docs/modules/healpix_drizzle,1,W2
AUD-101-DB01.md,lib/algorithms/drizzle/healpix_drizzle/tests/,1,W1
AUD-101-DB01.md,docs/modules/orchestrator,1,W2
AUD-101-DB01.md,"docs/contracts/{ARCH-001,API-001,RT-001}.md",1,W1
AUD-101-DB01.md,docs/contracts/ARCH-,1,W1
AUD-101-DB01.md,eng/contracts/schemas/phase3_request,1,W0
AUD-101-DB01.md,lib/infrastructure/aio/io/include/astrocs/io/,1,W2
AUD-101-DB01.md,lib/infrastructure/runtime,1,W2
AUD-101-DB01.md,工程控制/PROJECT-GOVERNANCE-01/tasks/DATA-001.md,1,W3
AUD-101-DB01.md,docs/contracts/DATA-001_ARTIFACT_MANIFEST.md,1,W1
AUD-101-DB01.md,eng/contracts/schemas/projection_registry.schema.json,1,W0
AUD-101-DB02.md,docs/contracts/UNIFIED_OBJECTS,4,W1
AUD-101-DB02.md,lib/include/ipv_api.h,3,W2
AUD-101-DB02.md,lib/algorithms/photometry/,2,W1
AUD-101-DB02.md,docs/modules/plate_solve.md,2,W2
AUD-101-DB02.md,docs/contracts/UNIFIED_OBJECTS.md,2,W1
AUD-101-DB02.md,"lib/phase{1,2,3}_session/",2,W3
AUD-101-DB02.md,docs/modules/phase1_session.md,2,W2
AUD-101-DB02.md,lib/phase1_session/memory.md,2,W3
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.session.md,2,W2
AUD-101-DB02.md,docs/modules/phase2.md,2,W2
AUD-101-DB02.md,docs/modules/phase2_int.md,2,W2
AUD-101-DB02.md,eng/cmake/ARCH-001-migration-manifest.md,2,W3
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.wcs-platesolve.md,2,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.cosmetic.md,1,W2
AUD-101-DB02.md,docs/algorithms/PHASE3_PROJ_IMPL.md,1,W1
AUD-101-DB02.md,docs/science/PHASE3_HIPS_TO_FITS.md,1,W1
AUD-101-DB02.md,"docs/plugins/algorithms_phase{1,2,3}/",1,W1
AUD-101-DB02.md,lib/algorithms/coverage/,1,W1
AUD-101-DB02.md,docs/plugins/algorithms_phase2/10_sampling.md,1,W1
AUD-101-DB02.md,docs/algorithms/PHASE2_INTEGRATION.md,1,W1
AUD-101-DB02.md,docs/modules/registry/astrocs.phase2.coverage.md,1,W2
AUD-101-DB02.md,docs/algorithms/PHASE3_RSMP_IMPL.md,1,W1
AUD-101-DB02.md,lib/phase1_session/,1,W3
AUD-101-DB02.md,docs/algorithms/PHASE3_FITS_IMPL.md,1,W1
AUD-101-DB02.md,docs/algorithms/HIPS_WRITER.md,1,W1
AUD-101-DB02.md,docs/modules/phase2_samp.md,1,W2
AUD-101-DB02.md,lib/algorithms/sampling/,1,W1
AUD-101-DB02.md,docs/modules/phase3_rsmp.md,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase3.wcs.md,1,W2
AUD-101-DB02.md,docs/modules/phase3_proj.md,1,W2
AUD-101-DB02.md,docs/modules/phase3_fits.md,1,W2
AUD-101-DB02.md,docs/architecture/THREADING_MODEL.md,1,W2
AUD-101-DB02.md,docs/contracts/DATA_ARTIFACTS.md,1,W1
AUD-101-DB02.md,docs/algorithms/PHASE2_UPM.md,1,W1
AUD-101-DB02.md,lib/algorithms/upm/,1,W1
AUD-101-DB02.md,docs/api/PHASE1_API_V1.md,1,W3
AUD-101-DB02.md,lib/infrastructure/aio/,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.star-psf.md,1,W2
AUD-101-DB02.md,"lib/phase1_session/{README.md,module.yaml,p1_session.cpp,p1_session.h}",1,W3
AUD-101-DB02.md,"lib/algorithms/integration/{README,module.yaml,memory.md}",1,W1
AUD-101-DB02.md,docs/modules/photometric_calib.md,1,W2
AUD-101-DB02.md,lib/algorithms/photometry/memory.md,1,W1
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.calibration.md,1,W2
AUD-101-DB02.md,docs/modules/calibration.md（非本批）第三份,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.drizzle.md,1,W2
AUD-101-DB02.md,docs/modules/healpix_drizzle.md（均他批）同题,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.hips-writer.md,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.noise-snr.md,1,W2
AUD-101-DB02.md,docs/modules/snr_estimator.md（均他批）同题,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.photometry.md,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.star-detection.md,1,W2
AUD-101-DB02.md,docs/modules/star_detector.md（他批）同题,1,W2
AUD-101-DB02.md,docs/modules/dynamic_psf.md（他批）同题,1,W2
AUD-101-DB02.md,lib/algorithms/platesolve/,1,W1
AUD-101-DB02.md,docs/modules/registry/astrocs.phase1.writer.md,1,W2
AUD-101-DB02.md,docs/modules/registry/astrocs.phase2.integrate.md,1,W2
AUD-101-DB02.md,lib/algorithms/rejection/,1,W1
AUD-101-DB02.md,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/star_matcher.cpp,4,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp,4,W1
AUD-201-测光核验.md,lib/infrastructure/gaia/,4,W2
AUD-201-测光核验.md,docs/algorithms/PLATESOLVE.md,3,W1
AUD-201-测光核验.md,实验/photometric-magnitude/,3,W1
AUD-201-测光核验.md,docs/science/CALIBRATION.md,2,W1
AUD-201-测光核验.md,lib/algorithms/photometry/,2,W1
AUD-201-测光核验.md,docs/plugins/algorithms_phase1/03_star_detection.md,2,W1
AUD-201-测光核验.md,lib/algorithms/calibration/,2,W1
AUD-201-测光核验.md,lib/algorithms/calibration/src/photometry_apply.cpp,2,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/xpsd_production_validation.py,2,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/frame_photometry_fit.cpp,2,W1
AUD-201-测光核验.md,lib/infrastructure/gaia,2,W2
AUD-201-测光核验.md,lib/infrastructure/,1,W2
AUD-201-测光核验.md,docs/science/PSF.md,1,W1
AUD-201-测光核验.md,docs/algorithms/PHOTOMETRIC_FIT.md,1,W1
AUD-201-测光核验.md,lib/algorithms/star_detection/,1,W1
AUD-201-测光核验.md,docs/algorithms/GAIA_QUERY.md,1,W1
AUD-201-测光核验.md,docs/architecture/api_inventory.csv,1,W2
AUD-201-测光核验.md,docs/contracts/API_CONTRACTS.csv,1,W1
AUD-201-测光核验.md,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp,1,W2
AUD-201-测光核验.md,lib/infrastructure/gaia_xpsd_client/,1,W2
AUD-201-测光核验.md,实验/shared/,1,W1
AUD-201-测光核验.md,lib/algorithms/calibration/tests/test_photometry_apply.cpp,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence/gate4_compare_per_star_1050.csv,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/spectrum_integrator.h,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/test/test_spectrum_integrator_golden.py,1,W1
AUD-201-测光核验.md,eng/tools/round_start.sh,1,W0
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/evidence/,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/pc_api.cpp,1,W1
AUD-201-测光核验.md,lib/algorithms/platesolve/cpp/ipv/src/ipv_select.cpp,1,W1
AUD-201-测光核验.md,lib/algorithms/photometry/cpp/src/spatial_gain.cpp,1,W1
AUD-201-测光核验.md,lib/algorithms/star_detection/tests/p1star/p1stardet_node_gate_test.cpp,1,W1
AUD-201-测光核验.md,lib/photometric_calib/cpp/test/gate4_dr3sp_gaiaxpy/,1,W3
AUD-202-SNR核验.md,lib/algorithms/rejection/,4,W1
AUD-202-SNR核验.md,实验/absolute-snr/,3,W1
AUD-202-SNR核验.md,docs/science/UNCERTAINTY_AND_COVARIANCE.md,2,W1
AUD-202-SNR核验.md,docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md,2,W2
AUD-202-SNR核验.md,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h,2,W1
AUD-202-SNR核验.md,lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp,2,W1
AUD-202-SNR核验.md,docs/ledger/ACCEPTANCE,2,W3
AUD-202-SNR核验.md,docs/science/UNIFIED_SCIENCE_MODEL.md,1,W1
AUD-202-SNR核验.md,docs/references/SCIENTIFIC_REFERENCES.md,1,W3
AUD-202-SNR核验.md,docs/algorithms/NOISE_ESTIMATION.md,1,W1
AUD-202-SNR核验.md,lib/algorithms/noise_snr/cpp/src/noise_model.cpp,1,W1
AUD-202-SNR核验.md,lib/algorithms/coverage/,1,W1
AUD-202-SNR核验.md,lib/algorithms/psf/,1,W1
AUD-202-SNR核验.md,实验/absolute-snr/docs/EXP-04-RECONSTRUCTION.md,1,W1
AUD-202-SNR核验.md,实验/absolute-snr/results/,1,W1
AUD-202-SNR核验.md,实验/shared/,1,W1
AUD-202-SNR核验.md,lib/algorithms/noise_snr/tests/p1noise/p1snr_science_test.cpp,1,W1
AUD-202-SNR核验.md,docs/ImageWeighting,1,W3
AUD-202-SNR核验.md,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp,1,W1
AUD-202-SNR核验.md,lib/algorithms/noise_snr/cpp/src/information_weight.cpp,1,W1
AUD-202-SNR核验.md,lib/algorithms/integration/v6_phase1/src/phase1_product.cpp,1,W1
AUD-202-SNR核验.md,lib/infrastructure/cli/parser.cpp,1,W2
AUD-202-SNR核验.md,实验/absolute-snr/code/b4_integration.py,1,W1
AUD-202-SNR核验.md,lib/algorithms/integration/,1,W1
AUD-202-SNR核验.md,实验/absolute-snr/code/b7_,1,W1
AUD-203-天光无缝核验.md,lib/algorithms/upm/,3,W1
AUD-203-天光无缝核验.md,lib/algorithms/coverage/,1,W1
AUD-203-天光无缝核验.md,lib/algorithms/sampling/,1,W1
AUD-203-天光无缝核验.md,实验/additive-sky-seamless/,1,W1
AUD-203-天光无缝核验.md,lib/algorithms/coverage/src/,1,W1
AUD-203-天光无缝核验.md,lib/algorithms/coverage/src/sky_plane.cpp,1,W1
AUD-203-天光无缝核验.md,工程控制/ACSD整治工作包_AUDIT-06/,1,W3
AUD-203-天光无缝核验.md,实验/m42-realdata/code/seam_criterion.py,1,W1
AUD-204-面积交叠核验.md,lib/algorithms/drizzle/,4,W1
AUD-204-面积交叠核验.md,lib/algorithms/coverage/,2,W1
AUD-204-面积交叠核验.md,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp,2,W1
AUD-204-面积交叠核验.md,lib/algorithms/drizzle/healpix_drizzle/astro_sphere_sink.cpp,2,W1
AUD-204-面积交叠核验.md,docs/references/SCIENTIFIC_REFERENCES.md,1,W3
AUD-204-面积交叠核验.md,docs/algorithms/HEALPIX_MAPPING.md,1,W1
AUD-204-面积交叠核验.md,docs/plugins/algorithms_phase1/08_drizzle.md,1,W1
AUD-204-面积交叠核验.md,lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp,1,W1
AUD-204-面积交叠核验.md,"实验/healpix-polar/{code/polar_common.h,code/chart_native.h,docs/EXP-07-POLAR.md,results/",1,W1
